Symbol	Homologue
EFCAB9	True
EFCC1	True
EFEMP1	True
EFEMP2	True
EFHB	True
EFHC1	True
EFHC2	True
EFHD1	True
EFHD2	True
EFNA1	True
EFNA2	True
EFNA3	True
EFNA4	True
EFNA5	True
EFNB1	True
EFNB2	True
EFNB3	True
EFR3A	True
EFR3B	True
EFS	True
EFTUD1	True
EFTUD2	True
EGF	True
EGFL6	True
EGFL7	True
EGFL8	True
EGFLAM	True
EGFR	True
EGLN1	True
EGLN2	True
EGLN3	True
EGR1	True
EGR2	True
EGR3	True
EGR4	True
EHBP1	True
EHBP1L1	True
EHD1	True
EHD2	True
EHD3	True
EHD4	True
EHF	True
EHHADH	True
EHMT1	True
EHMT2	True
EI24	True
EID1	True
EID2	True
EID2B	True
EID3	True
EIF1	True
EIF1AD	True
EIF1AX	True
EIF1AY	True
EIF1B	True
EIF2A	True
EIF2AK1	True
EIF2AK2	True
EIF2AK3	True
EIF2AK4	True
EIF2B1	True
EIF2B2	True
EIF2B3	True
EIF2B4	True
EIF2B5	True
EIF2D	True
EIF2S1	True
EIF2S2	True
EIF2S3	True
EIF3A	True
EIF3B	True
EIF3C	True
EIF3D	True
EIF3E	True
EIF3F	True
EIF3G	True
EIF3H	True
EIF3I	True
EIF3J	True
EIF3K	True
EIF3L	True
EIF3M	True
EIF4A1	True
EIF4A2	True
EIF4A3	True
EIF4B	True
EIF4E	True
EIF4E1B	True
EIF4E2	True
EIF4E3	True
EIF4EBP1	True
EIF4EBP2	True
EIF4EBP3	True
EIF4ENIF1	True
EIF4G1	True
EIF4G2	True
EIF4G3	True
EIF4H	True
EIF5	True
EIF5A	True
EIF5A2	True
EIF5AL1	False
EIF5B	True
EIF6	True
ELAC1	True
ELAC2	True
ELANE	True
ELAVL1	True
ELAVL2	True
ELAVL3	True
ELAVL4	True
ELF1	True
ELF2	True
ELF3	True
ELF4	True
ELF5	True
ELFN1	True
ELFN2	True
ELK1	True
ELK3	True
ELK4	True
ELL	True
ELL2	True
ELL3	True
ELMO1	True
ELMO2	True
ELMO3	True
ELMOD1	True
ELMOD2	True
ELMOD3	True
ELMSAN1	True
ELOF1	True
ELOVL1	True
ELOVL2	True
ELOVL3	True
ELOVL4	True
ELOVL5	True
ELOVL6	True
ELOVL7	True
ELP2	True
ELP3	True
ELP4	True
ELP5	True
ELP6	True
ELSPBP1	True
ELTD1	True
EMB	True
EMC1	True
EMC10	True
EMC2	True
EMC3	True
EMC4	True
EMC6	True
EMC7	True
EMC8	True
EMC9	True
EMCN	True
EMD	True
EME1	True
EME2	True
EMG1	True
EMID1	True
EMILIN1	True
EMILIN2	True
EMILIN3	True
EML1	True
EML2	True
EML3	True
EML4	True
EML5	True
EML6	True
EMP1	True
EMP2	True
EMP3	True
EMR1	True
EMR2	True
EMR3	True
EMX1	True
EMX2	True
EN1	True
EN2	True
ENAH	True
ENAM	True
ENC1	True
ENDOD1	True
ENDOG	True
ENDOU	True
ENDOV	True
ENG	True
ENGASE	True
ENHO	True
ENKD1	True
ENKUR	True
ENO1	True
ENO2	True
ENO3	True
ENO4	True
ENOPH1	True
ENOSF1	True
ENOX1	True
ENOX2	True
ENPEP	True
ENPP1	True
ENPP2	True
ENPP3	True
ENPP4	True
ENPP5	True
ENPP6	True
ENPP7	True
ENSA	True
ENTHD1	True
ENTHD2	True
ENTPD1	True
ENTPD2	True
ENTPD3	True
ENTPD4	True
ENTPD5	True
ENTPD6	True
ENTPD7	True
ENTPD8	True
ENY2	True
EOGT	True
EOMES	True
EP300	True
EP400	True
EPAS1	True
EPB41	True
EPB41L1	True
EPB41L2	True
EPB41L3	True
EPB41L4A	True
EPB41L4B	True
EPB41L5	True
EPB42	True
EPC1	True
EPC2	True
EPCAM	True
EPDR1	True
EPG5	True
EPGN	True
EPHA1	True
EPHA10	True
EPHA2	True
EPHA3	True
EPHA4	True
EPHA5	True
EPHA6	True
EPHA7	True
EPHA8	True
EPHB1	True
EPHB2	True
EPHB3	True
EPHB4	True
EPHB6	True
EPHX1	True
EPHX2	True
EPHX3	True
EPHX4	True
EPM2A	True
EPM2AIP1	True
EPN1	True
EPN2	True
EPN3	True
EPO	True
EPOR	True
EPPIN	False
EPPIN-WFDC6	False
EPPK1	True
EPRS	True
EPS15	True
EPS15L1	True
EPS8	True
EPS8L1	True
EPS8L2	True
EPS8L3	True
EPSTI1	True
EPT1	True
EPX	True
EPYC	True
EQTN	True
ERAL1	True
ERAP1	True
ERAP2	True
ERAS	True
ERBB2	True
ERBB2IP	True
ERBB3	True
ERBB4	True
ERC1	True
ERC2	True
ERCC1	True
ERCC2	True
ERCC3	True
ERCC4	True
ERCC5	True
ERCC6	True
ERCC6-PGBD3	False
ERCC6L	True
ERCC6L2	True
ERCC8	True
EREG	True
ERF	True
ERG	True
ERGIC1	True
ERGIC2	True
ERGIC3	True
ERH	True
ERI1	True
ERI2	True
ERI3	True
ERICH1	True
ERICH2	True
ERICH3	True
ERICH4	True
ERICH5	True
ERLEC1	True
ERLIN1	True
ERLIN2	True
ERMAP	True
ERMARD	False
ERMN	True
ERMP1	True
ERN1	True
ERN2	True
ERO1L	True
ERO1LB	True
ERP27	True
ERP29	True
ERP44	True
ERRFI1	True
ERV3-1	True
ERVFRD-1	True
ERVMER34-1	True
ERVV-1	True
ERVV-2	True
ERVW-1	False
ESAM	True
ESCO1	True
ESCO2	True
ESD	True
ESF1	True
ESM1	True
ESPL1	True
ESPN	True
ESPNL	True
ESR1	True
ESR2	True
ESRP1	True
ESRP2	True
ESRRA	True
ESRRB	True
ESRRG	True
ESX1	True
ESYT1	True
ESYT2	True
ESYT3	True
ETAA1	True
ETF1	True
ETFA	True
ETFB	True
ETFDH	True
ETHE1	True
ETNK1	True
ETNK2	True
ETNPPL	True
ETS1	True
ETS2	True
ETV1	True
ETV2	True
ETV3	True
ETV3L	True
ETV4	True
ETV5	True
ETV6	True
ETV7	True
EVA1A	False
EVA1B	True
EVA1C	True
EVC	True
EVC2	True
EVI2A	True
EVI2B	True
EVI5	True
EVI5L	True
EVL	True
EVPL	True
EVX1	True
EVX2	True
EWSR1	True
EXD1	True
EXD2	True
EXD3	True
EXO1	True
EXO5	True
EXOC1	True
EXOC2	True
EXOC3	True
EXOC3L1	True
EXOC3L2	True
EXOC3L4	True
EXOC4	True
EXOC5	True
EXOC6	True
EXOC6B	True
EXOC7	True
EXOC8	True
EXOG	True
EXOSC1	True
EXOSC10	True
EXOSC2	True
EXOSC3	True
EXOSC4	True
EXOSC5	True
EXOSC6	True
EXOSC7	True
EXOSC8	True
EXOSC9	True
EXPH5	True
EXT1	True
EXT2	True
EXTL1	True
EXTL2	True
EXTL3	True
EYA1	True
EYA2	True
EYA3	True
EYA4	True
EYS	True
EZH1	True
EZH2	True
EZR	True
F10	True
F11	True
F11R	True
F12	True
F13A1	True
F13B	True
F2	True
F2R	True
F2RL1	True
F2RL2	True
F2RL3	True
F3	True
F5	True
F7	True
F8	True
F8A1	True
F8A2	False
F8A3	True
F9	True
FA2H	True
FAAH	True
FAAH2	True
FABP1	True
FABP12	True
FABP2	True
FABP3	True
FABP4	True
FABP5	True
FABP6	True
FABP7	True
FABP9	True
FADD	True
FADS1	True
FADS2	True
FADS3	True
FADS6	True
FAF1	True
FAF2	True
FAH	True
FAHD1	True
FAHD2A	True
FAHD2B	True
FAIM	True
FAIM2	True
FAIM3	True
FAM101A	True
FAM101B	True
FAM102A	True
FAM102B	True
FAM103A1	True
FAM104A	True
FAM104B	True
FAM105A	True
FAM105B	True
FAM107A	True
FAM107B	True
FAM109A	True
FAM109B	True
FAM110A	True
FAM110B	True
FAM110C	True
FAM110D	True
FAM111A	True
FAM111B	True
FAM114A1	True
FAM114A2	True
FAM115A	True
FAM115C	True
FAM117A	True
FAM117B	True
FAM118A	True
FAM118B	True
FAM120A	True
FAM120AOS	True
FAM120B	True
FAM120C	True
FAM122A	True
FAM122B	True
FAM124A	True
FAM124B	True
FAM126A	True
FAM126B	True
FAM127A	True
FAM127B	True
FAM127C	True
FAM129A	True
FAM129B	True
FAM129C	True
FAM131A	True
FAM131B	True
FAM131C	True
FAM132A	True
FAM132B	True
FAM133A	True
FAM133B	True
FAM134A	True
FAM134B	True
FAM134C	True
FAM135A	True
FAM135B	True
FAM136A	True
FAM13A	True
FAM13B	True
FAM13C	True
FAM149A	True
FAM149B1	True
FAM150A	True
FAM150B	True
FAM151A	True
FAM151B	True
FAM153A	False
FAM153B	True
FAM154A	True
FAM154B	True
FAM155A	True
FAM155B	True
FAM156A	True
FAM156B	True
FAM157A	False
FAM157B	False
FAM159A	True
FAM159B	True
FAM160A1	True
FAM160A2	True
FAM160B1	True
FAM160B2	True
FAM161A	True
FAM161B	True
FAM162A	True
FAM162B	True
FAM163A	True
FAM163B	True
FAM166A	True
FAM166B	True
FAM167A	True
FAM167B	True
FAM168A	True
FAM168B	True
FAM169A	True
FAM169B	True
FAM170A	True
FAM170B	True
FAM171A1	True
FAM171A2	True
FAM171B	True
FAM172A	True
FAM173A	True
FAM173B	True
FAM174A	True
FAM174B	True
FAM175A	True
FAM175B	True
FAM177A1	True
FAM177B	True
FAM178A	True
FAM178B	True
FAM179A	True
FAM179B	True
FAM180A	True
FAM180B	True
FAM181A	True
FAM181B	True
FAM183A	True
FAM184A	True
FAM184B	True
FAM185A	True
FAM186A	True
FAM186B	True
FAM187B	True
FAM188A	True
FAM188B	True
FAM189A1	True
FAM189A2	True
FAM189B	True
FAM192A	True
FAM193A	True
FAM193B	True
FAM194A	True
FAM194B	True
FAM195A	True
FAM195B	True
FAM196A	True
FAM196B	True
FAM198A	True
FAM198B	True
FAM199X	True
FAM19A1	True
FAM19A2	True
FAM19A3	True
FAM19A4	True
FAM19A5	True
FAM200A	True
FAM200B	True
FAM203A	True
FAM204A	True
FAM205A	True
FAM206A	True
FAM207A	True
FAM208A	True
FAM208B	True
FAM209A	True
FAM209B	True
FAM20A	True
FAM20B	True
FAM20C	True
FAM210A	True
FAM210B	True
FAM211A	True
FAM211B	True
FAM212A	True
FAM212B	True
FAM213A	True
FAM213B	True
FAM214A	True
FAM214B	True
FAM216A	True
FAM216B	True
FAM217A	True
FAM217B	True
FAM219A	True
FAM219B	True
FAM21A	True
FAM21C	False
FAM220A	True
FAM221A	True
FAM221B	True
FAM222A	True
FAM222B	True
FAM227A	True
FAM227B	True
FAM228A	True
FAM228B	True
FAM229A	True
FAM229B	True
FAM230A	False
FAM231A	False
FAM231B	False
FAM231C	False
FAM231D	False
FAM24A	True
FAM24B	False
FAM25A	False
FAM25C	False
FAM25G	False
FAM26D	True
FAM26E	True
FAM26F	True
FAM32A	True
FAM35A	True
FAM3A	True
FAM3B	True
FAM3C	True
FAM3D	True
FAM43A	True
FAM43B	True
FAM45A	True
FAM46A	True
FAM46B	True
FAM46C	True
FAM46D	True
FAM47A	True
FAM47B	False
FAM47C	False
FAM47E	True
FAM49A	True
FAM49B	True
FAM50A	True
FAM50B	True
FAM53A	True
FAM53B	True
FAM53C	True
FAM57A	True
FAM57B	True
FAM58A	True
FAM60A	True
FAM63A	True
FAM63B	True
FAM64A	True
FAM65A	True
FAM65B	True
FAM65C	True
FAM69A	True
FAM69B	True
FAM69C	True
FAM71A	True
FAM71B	True
FAM71C	True
FAM71D	True
FAM71E1	True
FAM71E2	True
FAM71F1	True
FAM71F2	True
FAM72A	True
FAM72B	False
FAM72C	False
FAM72D	False
FAM73A	True
FAM73B	True
FAM76A	True
FAM76B	True
FAM78A	True
FAM78B	True
FAM81A	True
FAM81B	True
FAM83A	True
FAM83B	True
FAM83C	True
FAM83D	True
FAM83E	True
FAM83F	True
FAM83G	True
FAM83H	True
FAM84A	True
FAM84B	True
FAM86A	True
FAM86B2	False
FAM86C1	False
FAM86KP	False
FAM89A	True
FAM89B	True
FAM8A1	True
FAM90A1	True
FAM91A1	True
FAM92A1	True
FAM92B	True
FAM96A	True
FAM96B	True
FAM98A	True
FAM98B	True
FAM98C	True
FAM9B	True
FAM9C	True
FAN1	True
FANCA	True
FANCB	True
FANCC	True
FANCD2	True
FANCD2OS	True
FANCE	True
FANCF	True
FANCG	True
FANCI	True
FANCL	True
FANCM	True
FANK1	True
FAP	True
FAR1	True
FAR2	True
FARP1	True
FARP2	True
FARS2	True
FARSA	True
FARSB	True
FAS	True
FASLG	True
FASN	True
FASTK	True
FASTKD1	True
FASTKD2	True
FASTKD3	True
FASTKD5	True
FAT1	True
FAT2	True
FAT3	True
FAT4	True
FATE1	True
FAU	True
FAXC	True
FAXDC2	True
FBF1	True
FBL	True
FBLIM1	True
FBLN1	True
FBLN2	True
FBLN5	True
FBLN7	True
FBN1	True
FBN2	True
FBN3	True
FBP1	True
FBP2	True
FBRS	True
FBRSL1	True
FBXL12	True
FBXL13	True
FBXL14	True
FBXL15	True
FBXL16	True
FBXL17	True
FBXL18	True
FBXL19	True
FBXL2	True
FBXL20	True
FBXL21	True
FBXL22	True
FBXL3	True
FBXL4	True
FBXL5	True
FBXL6	True
FBXL7	True
FBXL8	True
FBXO10	True
FBXO11	True
FBXO15	True
FBXO16	True
FBXO17	True
FBXO18	True
FBXO2	True
FBXO21	True
FBXO22	True
FBXO24	True
FBXO25	True
FBXO27	True
FBXO28	True
FBXO3	True
FBXO30	True
FBXO31	True
FBXO32	True
FBXO33	True
FBXO34	True
FBXO36	True
FBXO39	True
FBXO4	True
FBXO40	True
FBXO41	True
FBXO42	True
FBXO43	True
FBXO44	True
FBXO45	True
FBXO46	True
FBXO47	True
FBXO48	True
FBXO5	True
FBXO6	True
FBXO7	True
FBXO8	True
FBXO9	True
FBXW10	True
FBXW11	True
FBXW12	True
FBXW2	True
FBXW4	True
FBXW5	True
FBXW7	True
FBXW8	True
FBXW9	True
FCAMR	True
FCAR	True
FCER1A	True
FCER1G	True
FCER2	True
FCF1	True
FCGBP	True
FCGR1A	True
FCGR2A	True
FCGR2B	True
FCGR3A	True
FCGR3B	False
FCGRT	True
FCHO1	True
FCHO2	True
FCHSD1	True
FCHSD2	True
FCN1	True
FCN2	True
FCN3	True
FCRL1	True
FCRL2	True
FCRL3	True
FCRL4	True
FCRL5	True
FCRL6	True
FCRLA	True
FCRLB	True
FDCSP	True
FDFT1	True
FDPS	True
FDX1	True
FDX1L	True
FDXACB1	True
FDXR	True
FECH	True
FEM1A	True
FEM1B	True
FEM1C	True
FEN1	True
FER	True
FER1L5	True
FER1L6	True
FERD3L	True
FERMT1	True
FERMT2	True
FERMT3	True
FES	True
FETUB	True
FEV	True
FEZ1	True
FEZ2	True
FEZF1	True
FEZF2	True
FFAR1	True
FFAR2	True
FFAR3	True
FFAR4	False
FGA	True
FGB	True
FGD1	True
FGD2	True
FGD3	True
FGD4	True
FGD5	True
FGD6	True
FGF1	True
FGF10	True
FGF11	True
FGF12	True
FGF13	True
FGF14	True
FGF16	True
FGF17	True
FGF18	True
FGF19	True
FGF2	True
FGF20	True
FGF21	True
FGF22	True
FGF23	True
FGF3	True
FGF4	True
FGF5	True
FGF6	True
FGF7	True
FGF8	True
FGF9	True
FGFBP1	True
FGFBP2	True
FGFBP3	True
FGFR1	True
FGFR1OP	True
FGFR1OP2	True
FGFR2	True
FGFR3	True
FGFR4	True
FGFRL1	True
FGG	True
FGGY	True
FGL1	True
FGL2	True
FGR	True
FH	True
FHAD1	True
FHDC1	True
FHIT	True
FHL1	True
FHL2	True
FHL3	True
FHL5	True
FHOD1	True
FHOD3	True
FIBCD1	True
FIBIN	True
FIBP	True
FICD	True
FIG4	True
FIGF	True
FIGLA	True
FIGN	True
FIGNL1	True
FIGNL2	True
FILIP1	True
FILIP1L	True
FIP1L1	True
FIS1	True
FITM1	True
FITM2	True
FIZ1	True
FJX1	True
FKBP10	True
FKBP11	True
FKBP14	True
FKBP15	True
FKBP1A	True
FKBP1B	True
FKBP2	True
FKBP3	True
FKBP4	True
FKBP5	True
FKBP6	True
FKBP7	True
FKBP8	True
FKBP9	True
FKBPL	True
FKRP	True
FKTN	True
FLAD1	True
FLCN	True
FLG	True
FLG2	True
FLI1	True
FLII	True
FLJ22184	False
FLJ44635	False
FLJ45513	False
FLNA	True
FLNB	True
FLNC	True
FLOT1	True
FLOT2	True
FLRT1	True
FLRT2	True
FLRT3	True
FLT1	True
FLT3	True
FLT3LG	True
FLT4	True
FLVCR1	True
FLVCR2	True
FLYWCH1	True
FLYWCH2	True
FMN1	True
FMN2	True
FMNL1	True
FMNL2	True
FMNL3	True
FMO1	True
FMO2	True
FMO3	True
FMO4	True
FMO5	True
FMOD	True
FMR1	True
FMR1NB	True
FN1	True
FN3K	True
FN3KRP	True
FNBP1	True
FNBP1L	True
FNBP4	True
FNDC1	True
FNDC3A	True
FNDC3B	True
FNDC4	True
FNDC5	True
FNDC7	True
FNDC8	True
FNDC9	True
FNIP1	True
FNIP2	True
FNTA	True
FNTB	True
FOCAD	True
FOLH1	True
FOLR1	True
FOLR2	True
FOLR3	True
FOLR4	True
FOPNL	True
FOS	True
FOSB	True
FOSL1	True
FOSL2	True
FOXA1	True
FOXA2	True
FOXA3	True
FOXB1	True
FOXB2	True
FOXC1	True
FOXC2	True
FOXD1	True
FOXD2	True
FOXD3	True
FOXD4	False
FOXD4L1	True
FOXD4L3	True
FOXD4L4	True
FOXD4L5	False
FOXD4L6	True
FOXE1	True
FOXF1	True
FOXF2	True
FOXG1	True
FOXH1	True
FOXI1	True
FOXI2	True
FOXI3	True
FOXJ1	True
FOXJ2	True
FOXJ3	True
FOXK1	True
FOXK2	True
FOXL1	True
FOXL2	True
FOXM1	True
FOXN1	True
FOXN2	True
FOXN3	True
FOXN4	True
FOXO1	True
FOXO3	True
FOXO4	True
FOXO6	False
FOXP1	True
FOXP2	True
FOXP3	True
FOXP4	True
FOXQ1	True
FOXR1	True
FOXR2	True
FOXRED1	True
FOXRED2	True
FOXS1	True
FPGS	True
FPGT	True
FPR1	True
FPR2	True
FPR3	True
FRA10AC1	True
FRAS1	True
FRAT1	True
FRAT2	True
FREM1	True
FREM2	True
FREM3	True
FRG1	True
FRG2	False
FRG2B	False
FRG2C	False
FRK	True
FRMD1	True
FRMD3	True
FRMD4A	True
FRMD4B	True
FRMD5	True
FRMD6	True
FRMD7	True
FRMD8	True
FRMPD1	True
FRMPD2	True
FRMPD3	True
FRMPD4	True
FRRS1	True
FRRS1L	True
FRS2	True
FRS3	True
FRY	True
FRYL	True
FRZB	True
FSBP	True
FSCB	True
FSCN1	True
FSCN2	True
FSCN3	True
FSD1	True
FSD1L	True
FSD2	True
FSHB	True
FSHR	True
FSIP1	True
FSIP2	True
FST	True
FSTL1	True
FSTL3	True
FSTL4	True
FSTL5	True
FTCD	True
FTH1	True
FTH1P18	False
FTHL17	True
FTL	True
FTMT	True
FTO	True
FTSJ1	True
FTSJ2	True
FTSJ3	True
FUBP1	True
FUBP3	True
FUCA1	True
FUCA2	True
FUK	True
FUNDC1	True
FUNDC2	True
FUOM	True
FURIN	True
FUT1	True
FUT10	True
FUT11	True
FUT2	True
FUT3	True
FUT4	True
FUT5	True
FUT6	True
FUT7	True
FUT8	True
FUT9	True
FUZ	True
FXN	True
FXR1	True
FXR2	True
FXYD1	True
FXYD2	True
FXYD3	True
FXYD4	True
FXYD5	True
FXYD6	True
FXYD7	True
FYB	True
FYCO1	True
FYN	True
FYTTD1	True
FZD1	True
FZD10	True
FZD2	True
FZD3	True
FZD4	True
FZD5	True
FZD6	True
FZD7	True
FZD8	True
FZD9	True
FZR1	True
G0S2	True
G2E3	True
G3BP1	True
G3BP2	True
G6PC	True
G6PC2	True
G6PC3	True
G6PD	True
GAA	True
GAB1	True
GAB2	True
GAB3	True
GAB4	True
GABARAP	True
GABARAPL1	True
GABARAPL2	True
GABBR1	True
GABBR2	True
GABPA	True
GABPB1	True
GABPB2	True
GABRA1	True
GABRA2	True
GABRA3	True
GABRA4	True
GABRA5	True
GABRA6	True
GABRB1	True
GABRB2	True
GABRB3	True
GABRD	True
GABRE	True
GABRG1	True
GABRG2	True
GABRG3	True
GABRP	True
GABRQ	True
GABRR1	True
GABRR2	True
GABRR3	True
GAD1	True
GAD2	True
GADD45A	True
GADD45B	True
GADD45G	True
GADD45GIP1	True
GADL1	True
GAGE1	False
GAGE10	True
GAGE12C	False
GAGE12D	False
GAGE12E	False
GAGE12G	False
GAGE12H	False
GAGE12I	False
GAGE12J	False
GAGE2A	False
GAGE2C	False
GAGE2E	False
GAK	True
GAL	True
GAL3ST1	True
GAL3ST2	True
GAL3ST3	True
GAL3ST4	True
GALC	True
GALE	True
GALK1	True
GALK2	True
GALM	True
GALNS	True
GALNT1	True
GALNT10	True
GALNT11	True
GALNT12	True
GALNT13	True
GALNT14	True
GALNT15	True
GALNT16	True
GALNT18	True
GALNT2	True
GALNT3	True
GALNT4	True
GALNT5	True
GALNT6	True
GALNT7	True
GALNT8	True
GALNT9	True
GALNTL5	True
GALNTL6	True
GALP	True
GALR1	True
GALR2	True
GALR3	True
GALT	True
GAMT	True
GAN	True
GANAB	True
GANC	True
GAP43	True
GAPDH	True
GAPDHS	True
GAPT	True
GAPVD1	True
GAR1	True
GAREM	True
GAREML	True
GARNL3	True
GARS	True
GART	True
GAS1	True
GAS2	True
GAS2L1	True
GAS2L2	True
GAS2L3	True
GAS6	True
GAS7	True
GAS8	True
GAST	True
GATA1	True
GATA2	True
GATA3	True
GATA4	True
GATA5	True
GATA6	True
GATAD1	True
GATAD2A	True
GATAD2B	True
GATC	True
GATM	True
GATSL2	True
GATSL3	True
GBA	True
GBA2	True
GBAS	True
GBE1	True
GBF1	True
GBGT1	True
GBP1	True
GBP2	True
GBP3	True
GBP4	True
GBP5	True
GBP6	True
GBP7	True
GBX1	True
GBX2	True
GC	True
GCA	True
GCAT	True
GCC1	True
GCC2	True
GCDH	True
GCFC2	True
GCG	True
GCGR	True
GCH1	True
GCHFR	True
GCK	True
GCKR	True
GCLC	True
GCLM	True
GCM1	True
GCM2	True
GCN1L1	True
GCNT1	True
GCNT2	True
GCNT3	True
GCNT4	True
GCNT7	True
GCOM1	True
GCSAM	True
GCSAML	True
GCSH	True
GDA	True
GDAP1	True
GDAP1L1	True
GDAP2	True
GDE1	True
GDF1	True
GDF10	True
GDF11	True
GDF15	True
GDF2	True
GDF3	True
GDF5	True
GDF6	True
GDF7	True
GDF9	True
GDI1	True
GDI2	True
GDNF	True
GDNF-AS1	False
GDPD1	True
GDPD2	True
GDPD3	True
GDPD4	True
GDPD5	True
GDPGP1	True
GEM	True
GEMIN2	True
GEMIN4	True
GEMIN5	True
GEMIN6	True
GEMIN7	True
GEMIN8	True
GEN1	True
GET4	True
GFAP	True
GFER	True
GFI1	True
GFI1B	True
GFM1	True
GFM2	True
GFOD1	True
GFOD2	True
GFPT1	True
GFPT2	True
GFRA1	True
GFRA2	True
GFRA3	True
GFRA4	True
GFRAL	True
GFY	False
GGA1	True
GGA2	True
GGA3	True
GGACT	True
GGCT	True
GGCX	True
GGH	True
GGN	True
GGNBP2	True
GGPS1	True
GGT1	True
GGT2	True
GGT5	True
GGT6	True
GGT7	True
GGTLC1	True
GGTLC2	False
GH1	True
GH2	True
GHDC	True
GHITM	True
GHR	True
GHRH	True
GHRHR	True
GHRL	True
GHSR	True
GID4	True
GID8	True
GIF	True
GIGYF1	True
GIGYF2	True
GIMAP1	True
GIMAP1-GIMAP5	False
GIMAP2	True
GIMAP4	True
GIMAP6	True
GIMAP7	True
GIMAP8	True
GIMD1	True
GIN1	True
GINM1	True
GINS1	True
GINS2	True
GINS3	True
GINS4	True
GIP	True
GIPC1	True
GIPC2	True
GIPC3	True
GIPR	True
GIT1	True
GIT2	True
GJA1	True
GJA10	True
GJA3	True
GJA4	True
GJA5	True
GJA8	True
GJA9	True
GJB1	True
GJB2	True
GJB3	True
GJB4	True
GJB5	True
GJB6	True
GJB7	True
GJC1	True
GJC2	True
GJC3	True
GJD2	True
GJD3	True
GJD4	True
GK	True
GK2	True
GK5	True
GKAP1	True
GKN1	True
GKN2	True
GLA	True
GLB1	True
GLB1L	True
GLB1L2	True
GLB1L3	True
GLCCI1	True
GLCE	True
GLDC	True
GLDN	True
GLE1	True
GLG1	True
GLI1	True
GLI2	True
GLI3	True
GLI4	True
GLIPR1	True
GLIPR1L1	True
GLIPR1L2	True
GLIPR2	True
GLIS1	True
GLIS2	True
GLIS3	True
GLMN	True
GLO1	True
GLOD4	True
GLOD5	True
GLP1R	True
GLP2R	True
GLRA1	True
GLRA2	True
GLRA3	True
GLRA4	True
GLRB	True
GLRX	True
GLRX2	True
GLRX3	True
GLRX5	True
GLS	True
GLS2	True
GLT1D1	True
GLT6D1	True
GLT8D1	True
GLT8D2	True
GLTP	True
GLTPD1	True
GLTPD2	True
GLTSCR1	True
GLTSCR1L	True
GLTSCR2	True
GLUD1	True
GLUD2	True
GLUL	True
GLYAT	True
GLYATL1	True
GLYATL2	True
GLYATL3	True
GLYCTK	True
GLYR1	True
GM2A	True
GMCL1	True
GMDS	True
GMEB1	True
GMEB2	True
GMFB	True
GMFG	True
GMIP	True
GML	True
GMNC	True
GMNN	True
GMPPA	True
GMPPB	True
GMPR	True
GMPR2	True
GMPS	True
GNA11	True
GNA12	True
GNA13	True
GNA14	True
GNA15	True
GNAI1	True
GNAI2	True
GNAI3	True
GNAL	True
GNAO1	True
GNAQ	True
GNAS	True
GNAT1	True
GNAT2	True
GNAT3	True
GNAZ	True
GNB1	True
GNB1L	True
GNB2	True
GNB2L1	True
GNB3	True
GNB4	True
GNB5	True
GNE	True
GNG10	True
GNG11	True
GNG12	True
GNG13	True
GNG2	True
GNG3	True
GNG4	True
GNG5	True
GNG7	True
GNG8	True
GNGT1	True
GNGT2	True
GNL1	True
GNL2	True
GNL3	True
GNL3L	True
GNLY	True
GNMT	True
GNPAT	True
GNPDA1	True
GNPDA2	True
GNPNAT1	True
GNPTAB	True
GNPTG	True
GNRH1	True
GNRH2	True
GNRHR	True
GNS	True
GOLGA1	True
GOLGA2	True
GOLGA3	True
GOLGA4	True
GOLGA5	True
GOLGA6A	False
GOLGA6B	True
GOLGA6C	False
GOLGA6D	False
GOLGA6L1	True
GOLGA6L10	False
GOLGA6L2	False
GOLGA6L3	False
GOLGA6L4	False
GOLGA6L6	False
GOLGA6L9	False
GOLGA7	True
GOLGA7B	True
GOLGA8A	True
GOLGA8B	False
GOLGA8H	False
GOLGA8J	False
GOLGA8K	False
GOLGA8M	False
GOLGA8N	False
GOLGA8O	False
GOLGA8R	False
GOLGB1	True
GOLIM4	True
GOLM1	True
GOLPH3	True
GOLPH3L	True
GOLT1A	True
GOLT1B	True
GON4L	True
GOPC	True
GORAB	True
GORASP1	True
GORASP2	True
GOSR1	True
GOSR2	True
GOT1	True
GOT1L1	True
GOT2	True
GP1BA	True
GP1BB	True
GP2	True
GP5	True
GP6	True
GP9	True
GPA33	True
GPAA1	True
GPALPP1	True
GPAM	True
GPANK1	True
GPAT2	True
GPATCH1	True
GPATCH11	True
GPATCH2	True
GPATCH2L	True
GPATCH3	True
GPATCH4	True
GPATCH8	True
GPBAR1	True
GPBP1	True
GPBP1L1	True
GPC1	True
GPC2	True
GPC3	True
GPC4	True
GPC5	True
GPC6	True
GPCPD1	True
GPD1	True
GPD1L	True
GPD2	True
GPER1	True
GPHA2	True
GPHB5	True
GPHN	True
GPI	True
GPIHBP1	True
GPKOW	True
GPLD1	True
GPM6A	True
GPM6B	True
GPN1	True
GPN2	True
GPN3	True
GPNMB	True
GPR1	True
GPR101	True
GPR107	True
GPR108	True
GPR110	True
GPR111	True
GPR112	True
GPR113	True
GPR114	True
GPR115	True
GPR116	True
GPR119	True
GPR12	True
GPR123	True
GPR124	True
GPR125	True
GPR126	True
GPR128	True
GPR132	True
GPR133	True
GPR135	True
GPR137	True
GPR137B	True
