Approved_symbol	Previous_symbols	Gene_group_ID	NCBI_Gene_ID
ST6GALNAC2	SIAT7|SIAT7B|SIATL1	438	10610
ST6GALNAC2P1			100422716
ST6GALNAC3	SIAT7C	438	256435
ST6GALNAC4	SIAT7D	438	27090
ST6GALNAC4P1			<NA>
ST6GALNAC5	SIAT7E	1691|438	81849
ST6GALNAC6	SIAT7F	438	30815
ST7	FAM4A1	1691	7982
ST7-AS1	ST7OT1	1987	93653
ST7-AS2	ST7OT2	1987	93654
ST7-OT3	ST7OT3	1988	93655
ST7-OT4	ST7OT4	1988	338069
ST7L			54879
ST8			<NA>
ST8SIA1	SIAT8|SIAT8A	438	6489
ST8SIA2	SIAT8B	438	8128
ST8SIA3	SIAT8C	438	51046
ST8SIA4	SIAT8D	438|1691	7903
ST8SIA5	SIAT8E	438	29906
ST8SIA5-DT		1990	105372097
ST8SIA6	SIAT8F	438	338596
ST8SIA6-AS1		1987	100128098
ST11			<NA>
ST12			<NA>
ST13		769	6767
ST13P			<NA>
ST13P1			729992
ST13P2			344328
ST13P3	FAM10A3		144638
ST13P4	FAM10A4		145165
ST13P5	FAM10A5		144106
ST13P6	FAM10A6		157530
ST13P7	FAM10A7		155019
ST13P8			338805
ST13P9			390301
ST13P10			399950
ST13P11			728162
ST13P12			100127911
ST13P13			401648
ST13P14			<NA>
ST13P15			<NA>
ST13P16			<NA>
ST13P17			442730
ST13P18			643310
ST13P19			100131961
ST13P20			729828
ST13P21			642818
ST13P22			<NA>
ST14	PRSS14	2020	6768
ST15			<NA>
ST18	ZNF387	1261	9705
ST20		1992	400410
ST20-AS1	C15orf37	1987	283687
ST20-MTHFS			100528021
STAB1		1253	23166
STAB2		1253	55576
STAC		2308	6769
STAC2		2308	342667
STAC3		2308	246329
STAG1		2239|1060|1492	10274
STAG1-DT		1990	<NA>
STAG2		1492|1060|2239	10735
STAG2-AS1		1987	101928402
STAG3		2239|1060|1492	10734
STAG3L1		1492	54441
STAG3L2		1492	442582
STAG3L3		1492	442578
STAG3L4			64940
STAG3L5P			101735302
STAG3L5P-PVRIG2P-PILRB			101752399
STAM		1115	8027
STAM-DT	STAM-AS1	1990	102723166
STAM2		1115	10254
STAMBP		999	10617
STAMBPL1		999	57559
STAP1		741	26228
STAP2			55620
STAR		759	6770
STARD3		759	10948
STARD3NL			83930
STARD4		759	134429
STARD4-AS1		1987	100505678
STARD5		759	80765
STARD6		759	147323
STARD7		759	56910
STARD7-AS1		1987	285033
STARD8		759|721	9754
STARD9		759|622	57519
STARD10	SDCCAG28	759	10809
STARD10-AS1			<NA>
STARD13	LINC00464	721|759	90627
STARD13-AS	STARD13-AS2	1987	100874241
STARD13-AS1			<NA>
STARD13-IT1		1989	<NA>
STARP1			6771
STAT			<NA>
STAT1		741	6772
STAT2		741	6773
STAT3		741	6774
STAT4		741	6775
STAT4-AS1		1987	105373805
STAT5A	STAT5	741	6776
STAT5B		741	6777
STAT6		741	6778
STATH		2245|971	6779
STAU1	STAU	694	6780
STAU2			27067
STAU2-AS1		1987	100128126
STAU2P1			100130134
STBD1			8987
STBD1P1			100127978
STC			<NA>
STC1	STC		6781
STC2			8614
STD			<NA>
STEAP1	STEAP	738|1324|2258	26872
STEAP1B		1324	256227
STEAP1B-AS1		1987	100506178
STEAP2	PCANAP1	2258|1324	261729
STEAP2-AS1		1987	100874100
STEAP3		1324|2258	55240
STEAP3-AS1		1987	<NA>
STEAP4	TNFAIP9	2258|1324	79689
STEEP1	CXorf56	1510|1516	63932
STFA			<NA>
STFB			<NA>
STGD1			<NA>
STGD2			<NA>
STGD3			<NA>
STGD4			<NA>
STH			246744
STHE			<NA>
STIL	SIL		6491
STIM1		760|1691	6786
STIM1-AS1		1987	105376527
STIM2		760	57620
STIM2-AS1		1987	105374546
STIMATE	TMEM110	1691	375346
STIMATE-MUSTN1	TMEM110-MUSTN1		100526772
STING1	TMEM173		340061
STIP1		769	10963
STIP1P1			100420434
STIP1P2			100420436
STIP1P3			441505
STK2			<NA>
STK3			6788
STK4			6789
STK4-DT	STK4-AS1	1990	100505826
STK6			<NA>
STK6P	STK6P		<NA>
STK10			6793
STK11			6794
STK11IP			114790
STK14A			<NA>
STK16			8576
STK16P1	STK16P		326107
STK17A		1021	9263
STK17B		1021	9262
STK19			8859
STK19B	STK19P		373159
STK24		1371	8428
STK24-AS1		1987	100874069
STK24P1			100421784
STK25		1371	10494
STK25P1			100533662
STK26		1371	51765
STK31		780	56164
STK32A		1625	202374
STK32A-AS1		1987	105378217
STK32B		1625	55351
STK32C		1625	282974
STK33			65975
STK33P1	STK33P		553118
STK35			140901
STK36		1492	27148
STK38		1625	11329
STK38L		1625	23012
STK39			27347
STK40			83931
STKLD1	C9orf96		169436
STM			<NA>
STMN1	LAP18|C1orf215	1138|1691	3925
STMN1P1			100506685
STMN1P2			100289663
STMN2	SCGN10	1138	11075
STMN3		1138	50861
STMN3P1			101232810
STMN4		1138	81551
STMND1			401236
STMP1	C7orf73		647087
STMY1			<NA>
STMY2			<NA>
STMY3			<NA>
STN			<NA>
STN1	OBFC1	1343	79991
STNL	STNL		<NA>
STO			<NA>
STOM	EPB7|EPB72	1734	2040
STOML1		1734	9399
STOML2		1734	30968
STOML3		1734	161003
STON1			11037
STON1-GTF2A1L			286749
STON2			85439
STOT	STOT		<NA>
STOX1	C10orf24	2307	219736
STOX2		2307	56977
STP1			<NA>
STP2			<NA>
STPG1	C1orf201		90529
STPG2	C4orf37		285555
STPG2-AS1		1987	<NA>
STPG3	C9orf173		441476
STPG3-AS1	C9orf173-AS1	1987	100129722
STPG4	C2orf61		285051
STRA6			64220
STRA6LP			112272565
STRA8			346673
STRADA			92335
STRADB	ALS2CR2		55437
STRADBP1			389599
STRAP		1500|362	11171
STRBP	ILF3L		55342
STRC	DFNB16		161497
STRCP1	STRCP		554225
STRIP1	FAM40A	1371	85369
STRIP2	FAM40B	1371	57464
STRIT1		2300	100507537
STRL22			<NA>
STRM	STRN2		<NA>
STRN		1371|696|362	6801
STRN3		1691|1371|362|696	29966
STRN4		696|1371|362	29888
STS	ARSC1	1691|410	412
STSP1	STSP		6803
STT3A	ITM1	444|445	3703
STT3A-AS1		1987	<NA>
STT3B		444|445	201595
STUB1		769|365	10273
STUB1-DT	LINC02867	1990	105371184
STUB1P1			391465
STUM	C1orf95		375057
STX1A	STX1	818	6804
STX1B	STX1B1|STX1B2	818	112755
STX1B1	STX1B|STX1B1		<NA>
STX2	STX2B|STX2C|STX2A|EPIM	818	2054
STX2A			<NA>
STX2B			<NA>
STX2C			<NA>
STX3	STX3A	818	6809
STX4	STX4A	818	6810
STX5	STX5A	818	6811
STX5-DT		1990	105369332
STX6		818	10228
STX7		818	8417
STX8		818	9482
STX8P1			100423046
STX10		818	8677
STX11		818	8676
STX12		818	23673
STX16		818	8675
STX16-NPEPL1			100534593
STX17		818	55014
STX17-DT	STX17-AS1	1990	441461
STX18		818	53407
STX18-AS1		1987	100507266
STX18-IT1		1989	<NA>
STX18P1			100418889
STX19		818	415117
STXBP1			6812
STXBP2			6813
STXBP3			6814
STXBP4		1220	252983
STXBP5		362	134957
STXBP5-AS1		1987	729178
STXBP5L		362|1691	9515
STXBP6			29091
STYK1		321	55359
STYX		896	6815
STYXL1	DUSP24	895	51657
STYXL2	DUSP27		92235
SUB1			10923
SUB1P1			728938
SUB1P2			100287680
SUB1P3			<NA>
SUB1P4			100288661
SUCLA2	LINC00444		8803
SUCLA2-AS1		1987	<NA>
SUCLA2P1	SUCLA2P		646520
SUCLA2P2			100129863
SUCLA2P3			<NA>
SUCLG1			8802
SUCLG2			8801
SUCLG2-DT	SUCLG2-AS1	1990	101927111
SUCLG2P1			100421671
SUCLG2P2			283398
SUCLG2P3			100421712
SUCLG2P4			100130528
SUCNR1	GPR91	936	56670
SUCO	C1orf9		51430
SUDS3		1306	64426
SUDS3P1			285647
SUFU			51684
SUGCT	C7orf10	2258	79783
SUGCT-AS1		1987	101928716
SUGP1	SF4	579|1504	57794
SUGP2	SFRS14	579	10147
SUGT1			10910
SUGT1-DT		1990	<NA>
SUGT1P1	SUGT1P		441394
SUGT1P2			728706
SUGT1P3	SUGT1L1		283507
SUGT1P4			112272564
SUGT1P4-STRA6LP			100499484
SUGT1P4-STRA6LP-CCDC180			57653
SULF1		410	23213
SULF2		410	55959
SULT			<NA>
SULT1A1	STP|STP1	762	6817
SULT1A2	STP2	762	6799
SULT1A3	STM	762	6818
SULT1A4		762	445329
SULT1B1		762	27284
SULT1C2	SULT1C1	762	6819
SULT1C2P2			106480333
SULT1C3		762	442038
SULT1C4	SULT1C2	762	27233
SULT1C5P	SULT1C2P1	762	151234
SULT1D1P		762	133150
SULT1D1P2			<NA>
SULT1E1	STE	762	6783
SULT2A1	STD	762	6822
SULT2B1		762	6820
SULT4A1		762	25830
SULT6B1		762	391365
SULT6B2P			<NA>
SUMF1			285362
SUMF2			25870
SUMO1	UBL1		7341
SUMO1P1	UBL2|UBL6		391257
SUMO1P2			474337
SUMO1P3			474338
SUMO1P4			101290502
SUMO1P5			474341
SUMO2	SMT3H2		6613
SUMO2P1	SMT3H2P|SUMO2P		285829
SUMO2P2			<NA>
SUMO2P3			652489
SUMO2P4			100288757
SUMO2P5			100526738
SUMO2P6			<NA>
SUMO2P7			100131823
SUMO2P8			<NA>
SUMO2P10			<NA>
SUMO2P11			100422250
SUMO2P12			<NA>
SUMO2P13			<NA>
SUMO2P14			<NA>
SUMO2P15			<NA>
SUMO2P16			<NA>
SUMO2P17			100128010
SUMO2P18			<NA>
SUMO2P19			100422265
SUMO2P20			101927327
SUMO2P21			728825
SUMO3	SMT3H1		6612
SUMO4	SMT3H4|IDDM5		387082
SUN1	UNC84A	1968	23353
SUN2	UNC84B	1968	25777
SUN3	SUNC1	1968	256979
SUN5	SPAG4L	1968	140732
SUNO1		1992	<NA>
SUOX			6821
SUP45L1			<NA>
SUP45L2			<NA>
SUP45L3			<NA>
SUP45L4			<NA>
SUPT3H		1691|1059	8464
SUPT4H1	SUPT4H		6827
SUPT4H1P1	SUPT4H1P		100190947
SUPT4H1P2			100287625
SUPT5H			6829
SUPT6H		741	6830
SUPT7L		1059	9913
SUPT16H		1492|1442	11198
SUPT16HP1	SUPT16HP		400011
SUPT20H	C13orf19|FAM48A	1059	55578
SUPT20HL1	FAM48B1		100130302
SUPT20HL2	FAM48B2		170067
SUPV3L1		1168	6832
SUR			<NA>
SURF1		645	6834
SURF2			6835
SURF4			6836
SURF6			6838
SURF6P1			643470
SUSD1		1179	64420
SUSD2		1179	56241
SUSD2P1			729568
SUSD2P2			729450
SUSD3		1179	203328
SUSD4		1179	55061
SUSD5		1179	26032
SUSD6	KIAA0247	1179	9766
SUV39H1	SUV39H	487|1477|1399	6839
SUV39H2		1399|487	79723
SUV39H2-DT		1990	124902382
SUZ12		28|1347	23512
SUZ12P1	SUZ12P		440423
SUZ12P2			100421539
SV2A		2173	9900
SV2B		2173	9899
SV2C		2173	22987
SV2C-AS1		1987	105379041
SVBP	CCDC23		374969
SVEP1	C9orf13	1179	79987
SVIL		1691|950	6840
SVIL-AS1		1987	102724316
SVIL2P	SVILP1		645954
SVIP			258010
SVOP		2173	55530
SVOPL		2173	136306
SVP65			<NA>
SWAP70		863|682|870	23075
SWI5	C9orf119		375757
SWINGN	LINC00565	1992	100861555
SWSAP1	C19orf39	1561	126074
SWT1	C1orf26	1687	54823
SYAP1			94056
SYB1			<NA>
SYB2			<NA>
SYBU			55638
SYBU-AS1		1987	100132813
SYCE1	C10orf94		93426
SYCE1L			100130958
SYCE2			256126
SYCE3	C22orf41		644186
SYCN	INSSA1		342898
SYCP1			6847
SYCP1L2			<NA>
SYCP1L3			<NA>
SYCP2			10388
SYCP2L	C6orf177		221711
SYCP3			50511
SYDE1			85360
SYDE2		823	84144
SYF2	CBPIN	1510|1516	25949
SYF2P1	CBPINP|SYF2P		317778
SYF2P2			100128275
SYK		741|1464	6850
SYM1			<NA>
SYM2			<NA>
SYMPK		1492	8189
SYN1	MRX50	1325	6853
SYN2		1325	6854
SYN3		1325	8224
SYN3-AS1		1987	105373004
SYNC	SYNC1	610	81493
SYNCRIP		1950|725	10492
SYNCRIPP1			149844
SYNDIG1	C20orf39|TMEM90B	1600	79953
SYNDIG1L	TMEM90A	1600	646658
SYNE1	C6orf98	1252|2010	23345
SYNE1-AS1		1987	100505475
SYNE2		1252|2010	23224
SYNE3	C14orf49|LINC00341|C14orf139|NCRNA00341	1252|2010	161176
SYNE3-AS1		1987	101929107
SYNE4	C19orf46|DFNB76	1252|2010	163183
SYNGAP1		1691|830	8831
SYNGAP1-AS1		1987	<NA>
SYNGR1		1475	9145
SYNGR2		1475	9144
SYNGR2P1	SYNGR2P		283698
SYNGR2P2			138916
SYNGR3		1475	9143
SYNGR4		1475	23546
SYNJ1		1079	8867
SYNJ2		1079	8871
SYNJ2-IT1		1989	<NA>
SYNJ2BP		1220	55333
SYNJ2BP-COX16			100529257
SYNM	DMN	396|611	23336
SYNM-AS1		1987	105371016
SYNM-AS2		1987	<NA>
SYNPO			11346
SYNPO2		1220	171024
SYNPO2L		1220	79933
SYNPO2L-AS1		1987	105378360
SYNPR		1626|1476	132204
SYNPR-AS1		1987	<NA>
SYNRG	AP1GBP1		11276
SYNS1			<NA>
SYP		1476|1626	6855
SYP-AS1		1987	<NA>
SYPL1	SYPL	1626|1476	6856
SYPL1P1			100130011
SYPL1P2			100132972
SYPL2		1626|1476	284612
SYR			<NA>
SYS1	C20orf169		90196
SYS1-DBNDD2			767557
SYT1	SYT|SVP65	765|1691	6857
SYT2		765	127833
SYT2-AS1		1987	<NA>
SYT3		765	84258
SYT4		765	6860
SYT5		765	6861
SYT6		765	148281
SYT7	PCANAP7	765	9066
SYT8		765	90019
SYT9		765	143425
SYT9-AS1		1987	100506258
SYT10		765	341359
SYT11		765	23208
SYT12		765|1691	91683
SYT13		765	57586
SYT14		765	255928
SYT14P1	SYT14L		401135
SYT15		765	83849
SYT15-AS1		1987	101927699
SYT15B			102724488
SYT16	SYT14L	765	83851
SYT17		765	51760
SYTIP2			<NA>
SYTL1		822	84958
SYTL2		822|694	54843
SYTL3		822	94120
SYTL4		822	94121
SYTL5		822	94122
SYVN1		1691|58	84447
SZRD1	C1orf144		26099
SZRD1P1			100130075
SZT2	C1orf84|KIAA0467	1691|1393	23334
SZT2-AS1		1987	<NA>
T3D			<NA>
TAAR1	TRAR1	188	134864
TAAR2	GPR58	188	9287
TAAR3P	GPR57|TAAR3	188	9288
TAAR4P		188	503612
TAAR5		188	9038
TAAR6	TRAR4	188	319100
TAAR7P		188	503611
TAAR8	GPR102|TRAR5	188	83551
TAAR9	TRAR3	188	134860
TAB1	MAP3K7IP1		10454
TAB2	MAP3K7IP2	89	23118
TAB2-AS1		1987	105378049
TAB3	MAP3K7IP3	89	257397
TAB3-AS1	CXorf29	1987	727682
TAB3-AS2		1987	<NA>
TAB3P1			643199
TAC1	TAC2|NKNA	1901	6863
TAC1R			<NA>
TAC2			<NA>
TAC2R			<NA>
TAC3	NKNB	1901	6866
TAC4		1901	255061
TACC1		1943	6867
TACC1P1			219752
TACC2		1943	10579
TACC3		1943	10460
TACE			<NA>
TACO1	CCDC44	645	51204
TACR1	TAC1R	258	6869
TACR2	TAC2R|NKNAR	258	6865
TACR3		258	6870
TACR3-AS1		1987	<NA>
TACSTD2	M1S1		4070
TADA1	TADA1L	1059	117143
TADA2A	TADA2L	1058|532	6871
TADA2B		532|91|1059	93624
TADA3	TADA3L	1059|1058	10474
TAF1	TAF2A|BA2R|CCG1|CCGS|DYT3	486|1878|1232	6872
TAF1A			9015
TAF1A-AS1		1987	100506161
TAF1B			9014
TAF1C			9013
TAF1D	JOSD3	1835	79101
TAF1L		1232	138474
TAF2	TAF2B	1437|1878	6873
TAF3		1878|1492|88	83860
TAF3A			<NA>
TAF3B			<NA>
TAF3C			<NA>
TAF3D			<NA>
TAF4	TAF4A|TAF2C1|TAF2C	1878	6874
TAF4B	TAF2C2		6875
TAF5	TAF2D	1878|362	6877
TAF5L		362	27097
TAF5LP1	TAF5LP		645744
TAF6	TAF2E	1878|1492	6878
TAF6L		1059	10629
TAF7	TAF2F	1878	6879
TAF7L	TAF2Q		54457
TAF8	TBN	1878	129685
TAF9	TAF2G	1878	6880
TAF9B	TAF9L		51616
TAF9BP1			246135
TAF9BP2			100130319
TAF9P1			360002
TAF9P2			360003
TAF9P3			163088
TAF10	TAF2H|TAF2A	1878|1059	6881
TAF11	TAF2I	1878	6882
TAF11L1			285697
TAF11L2			391742
TAF11L3			646103
TAF11L4			391746
TAF11L5			646066
TAF11L6			391747
TAF11L7			112488736
TAF11L8			112488737
TAF11L9			112488745
TAF11L10			112488738
TAF11L11			112488746
TAF11L12			112488739
TAF11L13			112488747
TAF11L14			112488740
TAF12	TAF2J	1878|1059	6883
TAF12-DT	LINC01715	1990	105378616
TAF13	TAF2K	1878	6884
TAF13P1	TAF13P		246112
TAF13P2			100462886
TAF15	TAF2N	725|89	8148
TAFA1	FAM19A1	1829	407738
TAFA2	FAM19A2	1829	338811
TAFA3	FAM19A3	1829	284467
TAFA4	FAM19A4	1829	151647
TAFA5	FAM19A5	1829	25817
TAFAZZIN	CMD3A|EFE2|EFE|TAZ		6901
TAGAP		721	117289
TAGAP-AS1		1987	105378083
TAGLN			6876
TAGLN2			8407
TAGLN2P1			100418887
TAGLN2P2			642319
TAGLN3			29114
TAK1			<NA>
TAL1	TCL5	420	6886
TAL2		420	6887
TALAM1		1992	109136579
TALDO			<NA>
TALDO1			6888
TALDO1P1	TALDO|TALDOP1		6889
TAMALIN	GRASP	1220	160622
TAMALIN-AS1	GRASPOS|GRASP-AS1	1987	692159
TAMM41	C3orf31		132001
TAN1			<NA>
TANAR		1992	<NA>
TANC1		769|403|1691	85461
TANC2		769|403	26115
TANGO2	C22orf25	1691	128989
TANGO6	TMCO7	1492	79613
TANK	TRAF2		10010
TANK-AS1		1987	105373719
TAOK1		654	57551
TAOK2		654	9344
TAOK3		654	51347
TAP1	ABCB2	806	6890
TAP2	ABCB3	806	6891
TAPA1			<NA>
TAPBP		591	6892
TAPBPL		591	55080
TAPT1			202018
TAPT1-AS1		1987	202020
TAPVR1			<NA>
TARBP1		1492|1294	6894
TARBP2		1776	6895
TARBP2P1	TARBP2P		6896
TARDBP		725	23435
TARDBPP1	TARDBPL		643503
TARDBPP2			440142
TARDBPP3			643387
TARDBPP4			100128540
TARDBPP5			100996860
TARID	EYA4-AS1	1992	100507308
TARM1		594	441864
TARS1	TARS	132	6897
TARS1-DT		1990	107986411
TARS2	TARSL1	132|1691	80222
TARS2P1			100533844
TARS3	TARSL2		123283
TAS1R1	GPR70	1161	80835
TAS1R2	GPR71	1161	80834
TAS1R3		1161	83756
TAS2R1		1162	50834
TAS2R2P	TAS2R2	1162	338396
TAS2R3		1162	50831
TAS2R4		1162	50832
TAS2R5		1162	54429
TAS2R6P	TAS2R6	1162	448990
TAS2R7		1162	50837
TAS2R8		1162	50836
TAS2R9		1162	50835
TAS2R10		1162	50839
TAS2R12P	TAS2R12	1162	266656
TAS2R13		1162	50838
TAS2R14		1162	50840
TAS2R15P	TAS2R15	1162	266657
TAS2R16		1162	50833
TAS2R18P	TAS2R65P|TAS2R18	1162	338414
TAS2R19	TAS2R48|TAS2R23	1162	259294
TAS2R20	TAS2R49	1162	259295
TAS2R22P	TAS2R22	1162	266661
TAS2R23			<NA>
TAS2R30	TAS2R47	1162	259293
TAS2R31	TAS2R44	1162	259290
TAS2R33		1162	266665
TAS2R36		1162	266666
TAS2R37		1162	266667
TAS2R38	PTC	1162	5726
TAS2R39		1162	259285
TAS2R40	GPR60	1162	259286
TAS2R41		1162	259287
TAS2R42		1162	353164
TAS2R43		1162	259289
TAS2R44			<NA>
TAS2R45	GPR59	1162	259291
TAS2R46		1162	259292
TAS2R47			<NA>
TAS2R48			<NA>
TAS2R49			<NA>
TAS2R50		1162	259296
TAS2R60		1162	338398
TAS2R62P		1162	338399
TAS2R63P		1162	338413
TAS2R64P		1162	338412
TAS2R65P			<NA>
TAS2R67P		1162	448991
TAS2R68P		1162	100653053
TASL	CXorf21		80231
TASOR	C3orf63|FAM208A		23272
TASOR2	C10orf18|FAM208B		54906
TASP1	C20orf13		55617
TAT			6898
TAT-AS1		1987	100132529
TATDN1		1691	83940
TATDN1P1			728737
TATDN2			9797
TATDN2P1			100131103
TATDN2P2			100272205
TATDN2P3			100420458
TATDN3			128387
TAX			<NA>
TAX1BP1			8887
TAX1BP1-AS1		1987	105375210
TAX1BP2			<NA>
TAX1BP3		1220	30851
TBATA	C10orf27		219793
TBC1D1			23216
TBC1D2		1691	55357
TBC1D2B			23102
TBC1D3			729873
TBC1D3B	TBC1D3I		414059
TBC1D3C			414060
TBC1D3D			101060389
TBC1D3E			102723859
TBC1D3F			84218
TBC1D3G			101060321
TBC1D3H			729877
TBC1D3I			102724862
TBC1D3JP	TBC1D3J		100510707
TBC1D3K			101060351
TBC1D3L			101060376
TBC1D3P1			<NA>
TBC1D3P1-DHX40P1			653645
TBC1D3P2			440452
TBC1D3P3	USP6P1		653017
TBC1D3P4	USP6P2		100631253
TBC1D3P5			440419
TBC1D3P6			101928566
TBC1D3P7			<NA>
TBC1D4			9882
TBC1D4-AS1			<NA>
TBC1D5			9779
TBC1D7		1497	51256
TBC1D8		1146	11138
TBC1D8-AS1		1987	100506286
TBC1D8B		863|1146	54885
TBC1D9		863|1146	23158
TBC1D9B		863|1146	23061
TBC1D10A	TBC1D10		83874
TBC1D10B			26000
TBC1D10C			374403
TBC1D12			23232
TBC1D13			54662
TBC1D14			57533
TBC1D15			64786
TBC1D16			125058
TBC1D17		1691	79735
TBC1D19			55296
TBC1D20	C20orf140		128637
TBC1D21			161514
TBC1D22A	C22orf4		25771
TBC1D22A-AS1		1987	642757
TBC1D22A-DT		1990	<NA>
TBC1D22B	C6orf197		55633
TBC1D23			55773
TBC1D24	DFNB86	2055	57465
TBC1D25	OATL1		4943
TBC1D26			353149
TBC1D26-AS1		1987	105371560
TBC1D27P	TBC1D27		96597
TBC1D28			254272
TBC1D29P	TBC1D29		26083
TBC1D30			23329
TBC1D31	WDR67	362	93594
TBC1D32	C6orf171|C6orf170	1492	221322
TBCA			6902
TBCAP1			494540
TBCAP2			494541
TBCAP3			101290501
TBCB	CKAP1		1155
TBCC			6903
TBCCD1			55171
TBCD		1492	6904
TBCE	KCS|HRD		6905
TBCE-AS1			<NA>
TBCEL	LRRC35		219899
TBCEL-TECTA			116804918
TBCK		2246	93627
TBG			<NA>
TBILA		1992	<NA>
TBK1		1802	29110
TBKBP1			9755
TBL1X	TBL1	362|1875	6907
TBL1XR1		362|1875	79718
TBL1XR1-AS1		1987	<NA>
TBL1Y		362	90665
TBL1YP1			286555
TBL2		362	26608
TBL3		362|1225	10607
TBP	GTF2D1|SCA17	1878|1879|565	6908
TBPL1			9519
TBPL1P1			100856791
TBPL2			387332
TBR1		766	10716
TBRG1			84897
TBRG4		1538|1835	9238
TBS			<NA>
TBX1	VCF	766	6899
TBX2		766	6909
TBX2-AS1		1987	103689912
TBX3	UMS	766	6926
TBX3-AS1		1987	105370000
TBX4		766	9496
TBX5	HOS	766	6910
TBX5-AS1		1987	255480
TBX6		766	6911
TBX7			<NA>
TBX10	TBX7	766	347853
TBX14			<NA>
TBX15	TBX14	766	6913
TBX18		766	9096
TBX18-AS1		1987	102724201
TBX19		766	9095
TBX20		766	57057
TBX21		766	30009
TBX22	CPX|CLPA	766	50945
TBX23P	TBX23	766	57160
TBXA1R			6914
TBXA2R		207	6915
TBXAS1		1004	6916
TBXT	T	766	6862
TC2N	C14orf47|MTAC2D1	822	123036
TCAF1	FAM115A	1408	9747
TCAF1P1	FAM115B		653199
TCAF2	FAM139A|FAM115C	1408	285966
TCAF2C			100533814
TCAF2P1	FAM139B|FAM115D		653691
TCAIM	C3orf23		285343
TCAM1P	TCAM1		146771
TCAP	LGMD2G		8557
TCD			<NA>
TCEA1	TCEA|GTF2S	565	6917
TCEA1P1	GTF2SP|TCEA1P		6918
TCEA1P2			399511
TCEA1P3			340501
TCEA1P4			100421350
TCEA2			6919
TCEA3			6920
TCEAL1		1216	9338
TCEAL2		1216	140597
TCEAL3		1216	85012
TCEAL3-AS1		1987	<NA>
TCEAL4		1216	79921
TCEAL4P1			<NA>
TCEAL5		1216	340543
TCEAL6		1216	158931
TCEAL7		1216	56849
TCEAL8		1216	90843
TCEAL8P1			107986036
TCEAL9	WBP5	1216	51186
TCEAL9P1			<NA>
TCEANC			170082
TCEANC2	C1orf83	1691	127428
TCEB1P1	OCP2|TCEB1L|TCEB1P		<NA>
TCEB1P25			<NA>
TCERG1	TAF2S		10915
TCERG1L			256536
TCERG1L-AS1		1987	101927489
TCERG1P1			100420957
TCERG1P2			<NA>
TCF3		420	6929
TCF3P1			100129107
TCF4		420	6925
TCF4-AS1		1987	<NA>
TCF4-AS2		1987	<NA>
TCF6			<NA>
TCF6L2			<NA>
TCF7		1677|1549	6932
TCF7L1	TCF3	1549|1677	83439
TCF7L1-IT1		1989	<NA>
TCF7L2	TCF4	1677|1549	6934
TCF9			<NA>
TCF11			<NA>
TCF12		420	6938
TCF12-DT		1990	145783
TCF13			<NA>
TCF13L1			<NA>
TCF14			<NA>
TCF15		420	6939
TCF19		88	6941
TCF20			6942
TCF21		420	6943
TCF23		420	150921
TCF24		420	100129654
TCF25			22980
TCFL5		420	10732
TCHH	THH	863|1350	7062
TCHHL1	S100A17|THHL1	1350	126637
TCHP			84260
TCIM	C8orf4		56892
TCIRG1		415|1691	10312
TCL1A			8115
TCL1B			9623
TCL4			<NA>
TCL5			<NA>
TCL6		1992	27004
TCN1			6947
TCN2			6948
TCOF1		1729	6949
TCP1		1835|587	6950
TCP1P1	TCP1L1		647047
TCP1P2	TCP1L2		6952
TCP1P3	TCP1L3		400013
TCP10L			140290
TCP10L2			401285
TCP10L3	TCP10		6953
TCP11	D6S230E		6954
TCP11L1			55346
TCP11L2			255394
TCP11X1			100996631
TCP11X2			100996648
TCP11X3P			<NA>
TCRA			<NA>
TCRAV5S1			<NA>
TCRB			<NA>
TCRBV2O			<NA>
TCRBV4O			<NA>
TCRBV10O			<NA>
TCRBV11O			<NA>
TCRBV15O			<NA>
TCRBVO@			<NA>
TCRD			<NA>
TCRG			<NA>
TCRGC1			<NA>
TCRGC2			<NA>
TCRGJ1			<NA>
TCRGJ2			<NA>
TCRGJP			<NA>
TCRGJP1			<NA>
TCRGJP2			<NA>
TCRGV1			<NA>
TCRGV2			<NA>
TCRGV3			<NA>
TCRGV4			<NA>
TCRGV5			<NA>
TCRGV5P			<NA>
TCRGV6			<NA>
TCRGV7			<NA>
TCRGV8			<NA>
TCRGV9			<NA>
TCRGV10			<NA>
TCRGV11			<NA>
TCRGVB			<NA>
TCTA			6988
TCTE1		981	202500
TCTE5			<NA>
TCTN1		767|1545	79600
TCTN2	C12orf38	767|1545	79867
TCTN3	C10orf61	767	26123
TDD			<NA>
TDG		1024	6996
TDGP1			645233
TDH		743	157739
TDH-AS1		1987	100129129
TDO2			6999
TDO2L1			<NA>
TDP1			55775
TDP2	TTRAP		51567
TDPX1			<NA>
TDRD1		780|87	56165
TDRD3		780	81550
TDRD4			<NA>
TDRD5		780	163589
TDRD6		780	221400
TDRD6-AS1		1987	101926934
TDRD7		780	23424
TDRD9	C14orf75	780	122402
TDRD10		725|780	126668
TDRD12		780	91646
TDRD15		780	100129278
TDRG1		1992	732253
TDRKH		780	11022
TDRKH-AS1		1987	109729141
TDRP	C8orf42		157695
TEAD1	TCF13|AA	1183	7003
TEAD2		1183	8463
TEAD3	TEAD5	1183	7005
TEAD4	TCF13L1	1183	7004
TEAD5			<NA>
