NCBI_Gene_ID	Approved_Symbol
124901223	LOC124901223
124901224	LOC124901224
124901225	LOC124901225
124901226	LOC124901226
124901227	LOC124901227
124901228	LOC124901228
124901229	LOC124901229
124901230	LOC124901230
124901231	LOC124901231
124901232	LOC124901232
124901233	LOC124901233
124901234	LOC124901234
124901235	LOC124901235
124901236	LOC124901236
124901237	LOC124901237
124901238	LOC124901238
124901239	LOC124901239
124901240	LOC124901240
124901241	LOC124901241
124901242	LOC124901242
124901244	LOC124901244
124901245	LOC124901245
124901246	LOC124901246
124901247	LOC124901247
124901248	LOC124901248
124901249	LOC124901249
124901250	LOC124901250
124901251	LOC124901251
124901252	LOC124901252
124901253	LOC124901253
124901254	LOC124901254
124901255	LOC124901255
124901256	LOC124901256
124901257	LOC124901257
124901258	LOC124901258
124901260	LOC124901260
124901261	LOC124901261
124901262	LOC124901262
124901263	LOC124901263
124901264	LOC124901264
124901265	LOC124901265
124901266	LOC124901266
124901267	LOC124901267
124901268	LOC124901268
124901269	LOC124901269
124901270	LOC124901270
124901271	LOC124901271
124901272	LOC124901272
124901273	LOC124901273
124901274	LOC124901274
124901275	LOC124901275
124901276	LOC124901276
124901277	LOC124901277
124901278	LOC124901278
124901279	LOC124901279
124901280	LOC124901280
124901281	LOC124901281
124901282	LOC124901282
124901283	LOC124901283
124901284	LOC124901284
124901285	LOC124901285
124901287	LOC124901287
124901288	LOC124901288
124901289	LOC124901289
124901290	LOC124901290
124901291	LOC124901291
124901292	LOC124901292
124901293	LOC124901293
124901294	LOC124901294
124901295	LOC124901295
124901296	LOC124901296
124901297	LOC124901297
124901298	LOC124901298
124901299	LOC124901299
124901300	LOC124901300
124901301	HLA-DQA1-AS1
124901302	LOC124901302
124901303	LOC124901303
124901304	LOC124901304
124901305	LOC124901305
124901306	LOC124901306
124901307	LOC124901307
124901308	LOC124901308
124901309	LOC124901309
124901310	LOC124901310
124901311	LOC124901311
124901312	LOC124901312
124901313	LOC124901313
124901314	LOC124901314
124901315	LOC124901315
124901316	LOC124901316
124901317	LOC124901317
124901318	LOC124901318
124901319	LOC124901319
124901320	LOC124901320
124901321	LOC124901321
124901322	LOC124901322
124901323	LOC124901323
124901324	LOC124901324
124901325	LOC124901325
124901326	LOC124901326
124901327	LOC124901327
124901328	LOC124901328
124901329	LOC124901329
124901330	LOC124901330
124901331	LOC124901331
124901332	LOC124901332
124901333	LOC124901333
124901334	LOC124901334
124901335	LOC124901335
124901336	LOC124901336
124901337	LOC124901337
124901338	LOC124901338
124901339	LOC124901339
124901340	LOC124901340
124901341	LOC124901341
124901342	EEF1A1-AS1
124901343	LOC124901343
124901344	LOC124901344
124901345	LOC124901345
124901346	LOC124901346
124901347	LOC124901347
124901348	LOC124901348
124901349	LOC124901349
124901350	LOC124901350
124901351	LOC124901351
124901352	LOC124901352
124901353	LOC124901353
124901354	LOC124901354
124901355	LOC124901355
124901356	LOC124901356
124901357	LOC124901357
124901358	LOC124901358
124901359	LOC124901359
124901360	LOC124901360
124901361	LOC124901361
124901362	LOC124901362
124901363	LOC124901363
124901364	LOC124901364
124901365	LOC124901365
124901366	LOC124901366
124901367	LOC124901367
124901368	LOC124901368
124901369	LOC124901369
124901370	LOC124901370
124901371	LOC124901371
124901372	LOC124901372
124901373	LOC124901373
124901374	LOC124901374
124901375	LOC124901375
124901376	LOC124901376
124901377	LOC124901377
124901378	LOC124901378
124901379	LOC124901379
124901380	LOC124901380
124901381	LOC124901381
124901382	LOC124901382
124901383	LOC124901383
124901384	LOC124901384
124901385	LOC124901385
124901386	LOC124901386
124901387	LOC124901387
124901388	LOC124901388
124901389	LOC124901389
124901390	LOC124901390
124901391	LOC124901391
124901392	LOC124901392
124901393	LOC124901393
124901394	LOC124901394
124901395	LOC124901395
124901397	LOC124901397
124901398	LOC124901398
124901399	LOC124901399
124901400	LOC124901400
124901401	LOC124901401
124901402	LOC124901402
124901403	LOC124901403
124901404	LOC124901404
124901405	LOC124901405
124901406	LOC124901406
124901407	LOC124901407
124901408	LOC124901408
124901409	LOC124901409
124901410	LOC124901410
124901411	LOC124901411
124901412	LOC124901412
124901413	LOC124901413
124901414	LOC124901414
124901415	LOC124901415
124901416	LOC124901416
124901417	LOC124901417
124901418	LOC124901418
124901419	LOC124901419
124901420	LOC124901420
124901421	LOC124901421
124901422	LOC124901422
124901423	LOC124901423
124901424	LOC124901424
124901425	LOC124901425
124901426	LOC124901426
124901427	LOC124901427
124901428	LOC124901428
124901429	LOC124901429
124901430	LOC124901430
124901431	LOC124901431
124901432	LOC124901432
124901433	LOC124901433
124901434	LOC124901434
124901435	LOC124901435
124901436	LOC124901436
124901437	LOC124901437
124901439	LOC124901439
124901440	LOC124901440
124901441	LOC124901441
124901442	LOC124901442
124901443	LOC124901443
124901444	LOC124901444
124901445	LOC124901445
124901446	LOC124901446
124901447	LOC124901447
124901448	LOC124901448
124901449	LOC124901449
124901450	LOC124901450
124901451	LOC124901451
124901452	LOC124901452
124901453	LOC124901453
124901454	LOC124901454
124901455	LOC124901455
124901456	LOC124901456
124901457	LOC124901457
124901458	LOC124901458
124901459	LOC124901459
124901460	LOC124901460
124901461	LOC124901461
124901462	LOC124901462
124901463	LOC124901463
124901464	LOC124901464
124901465	LOC124901465
124901466	LOC124901466
124901467	LOC124901467
124901468	LOC124901468
124901469	LOC124901469
124901470	LOC124901470
124901471	LOC124901471
124901472	LOC124901472
124901473	LOC124901473
124901474	LOC124901474
124901475	LOC124901475
124901476	LOC124901476
124901477	LOC124901477
124901478	LOC124901478
124901479	LOC124901479
124901480	LOC124901480
124901481	LOC124901481
124901482	LOC124901482
124901483	LOC124901483
124901484	LOC124901484
124901485	LOC124901485
124901486	LOC124901486
124901487	LOC124901487
124901488	LOC124901488
124901489	LOC124901489
124901490	LOC124901490
124901491	LOC124901491
124901492	LOC124901492
124901493	LOC124901493
124901494	LOC124901494
124901495	LOC124901495
124901496	LOC124901496
124901497	LOC124901497
124901498	LOC124901498
124901499	LOC124901499
124901500	LOC124901500
124901501	LOC124901501
124901502	LOC124901502
124901503	LOC124901503
124901504	LOC124901504
124901505	LOC124901505
124901506	LOC124901506
124901507	LOC124901507
124901508	LOC124901508
124901509	LOC124901509
124901510	LOC124901510
124901511	LOC124901511
124901512	LOC124901512
124901513	LOC124901513
124901514	LOC124901514
124901515	LOC124901515
124901516	LOC124901516
124901517	LOC124901517
124901518	LOC124901518
124901519	LOC124901519
124901520	LOC124901520
124901521	LOC124901521
124901522	LOC124901522
124901523	LOC124901523
124901524	LOC124901524
124901525	LOC124901525
124901526	LOC124901526
124901527	LOC124901527
124901528	LOC124901528
124901529	LOC124901529
124901530	LOC124901530
124901531	LOC124901531
124901532	LOC124901532
124901533	LOC124901533
124901534	LOC124901534
124901535	LOC124901535
124901536	LOC124901536
124901537	LOC124901537
124901538	LOC124901538
124901539	LOC124901539
124901540	LOC124901540
124901541	LOC124901541
124901542	LOC124901542
124901543	LOC124901543
124901544	LOC124901544
124901545	LOC124901545
124901546	LOC124901546
124901547	LOC124901547
124901548	LOC124901548
124901549	LOC124901549
124901550	LOC124901550
124901551	LOC124901551
124901552	LOC124901552
124901553	LOC124901553
124901554	LOC124901554
124901555	LOC124901555
124901556	LOC124901556
124901557	LOC124901557
124901558	LOC124901558
124901559	LOC124901559
124901560	LOC124901560
124901561	TRNAA-AGC
124901562	TRNAA-AGC
124901563	TRNAA-AGC
124901564	TRNAA-AGC
124901565	TRNAA-AGC
124901566	LOC124901566
124901567	LOC124901567
124901568	LOC124901568
124901569	LOC124901569
124901570	LOC124901570
124901572	LOC124901572
124901573	LOC124901573
124901574	LOC124901574
124901575	LOC124901575
124901576	LOC124901576
124901577	LOC124901577
124901578	LOC124901578
124901579	LOC124901579
124901580	LOC124901580
124901581	LOC124901581
124901582	LOC124901582
124901583	LOC124901583
124901584	LOC124901584
124901585	LOC124901585
124901586	LOC124901586
124901587	LOC124901587
124901588	LOC124901588
124901589	LOC124901589
124901590	LOC124901590
124901591	LOC124901591
124901592	LOC124901592
124901593	LOC124901593
124901594	LOC124901594
124901595	LOC124901595
124901596	LOC124901596
124901597	LOC124901597
124901598	LOC124901598
124901599	LOC124901599
124901600	LOC124901600
124901601	LOC124901601
124901602	LOC124901602
124901603	LOC124901603
124901604	LOC124901604
124901605	LOC124901605
124901606	LOC124901606
124901607	LOC124901607
124901608	LOC124901608
124901609	LOC124901609
124901610	LOC124901610
124901611	LOC124901611
124901612	LOC124901612
124901613	LOC124901613
124901614	LOC124901614
124901615	LOC124901615
124901616	LOC124901616
124901617	LOC124901617
124901618	LOC124901618
124901619	LOC124901619
124901620	LOC124901620
124901621	LOC124901621
124901622	LOC124901622
124901623	LOC124901623
124901624	LOC124901624
124901625	LOC124901625
124901626	LOC124901626
124901627	LOC124901627
124901628	LOC124901628
124901629	LOC124901629
124901630	LOC124901630
124901631	LOC124901631
124901632	LOC124901632
124901633	LOC124901633
124901634	LOC124901634
124901635	LOC124901635
124901636	LOC124901636
124901637	LOC124901637
124901638	LOC124901638
124901639	LOC124901639
124901640	LOC124901640
124901641	LOC124901641
124901642	LOC124901642
124901643	LOC124901643
124901644	LOC124901644
124901645	LOC124901645
124901646	LOC124901646
124901647	LOC124901647
124901648	LOC124901648
124901649	LOC124901649
124901650	LOC124901650
124901651	LOC124901651
124901652	LOC124901652
124901653	LOC124901653
124901654	LOC124901654
124901655	LOC124901655
124901656	LOC124901656
124901657	LOC124901657
124901658	LOC124901658
124901659	LOC124901659
124901660	LOC124901660
124901661	LOC124901661
124901662	LOC124901662
124901663	LOC124901663
124901664	LOC124901664
124901665	LOC124901665
124901666	LOC124901666
124901667	LOC124901667
124901668	LOC124901668
124901669	LOC124901669
124901671	LOC124901671
124901672	LOC124901672
124901673	LOC124901673
124901674	LOC124901674
124901675	LOC124901675
124901676	LOC124901676
124901677	LOC124901677
124901678	LOC124901678
124901679	LOC124901679
124901680	LOC124901680
124901681	LOC124901681
124901682	LOC124901682
124901683	LOC124901683
124901684	LOC124901684
124901685	LOC124901685
124901686	LOC124901686
124901687	LOC124901687
124901688	LOC124901688
124901689	LOC124901689
124901690	LOC124901690
124901691	LOC124901691
124901692	LOC124901692
124901693	LOC124901693
124901694	LOC124901694
124901695	LOC124901695
124901696	LOC124901696
124901697	LOC124901697
124901698	LOC124901698
124901699	LOC124901699
124901700	LOC124901700
124901701	LOC124901701
124901702	LOC124901702
124901703	LOC124901703
124901704	LOC124901704
124901705	LOC124901705
124901706	LOC124901706
124901707	LOC124901707
124901708	LOC124901708
124901709	LOC124901709
124901710	LOC124901710
124901711	LOC124901711
124901712	LOC124901712
124901713	LOC124901713
124901714	LOC124901714
124901715	LOC124901715
124901716	LOC124901716
124901717	LOC124901717
124901718	LOC124901718
124901719	LOC124901719
124901720	LOC124901720
124901721	LOC124901721
124901722	LOC124901722
124901723	LOC124901723
124901724	LOC124901724
124901725	LOC124901725
124901726	LOC124901726
124901727	LOC124901727
124901728	ZNF277-AS1
124901729	LOC124901729
124901730	LOC124901730
124901731	LOC124901731
124901732	LOC124901732
124901733	LOC124901733
124901734	LOC124901734
124901735	LOC124901735
124901736	LOC124901736
124901737	LOC124901737
124901738	LOC124901738
124901739	LOC124901739
124901740	LOC124901740
124901741	LOC124901741
124901742	LOC124901742
124901743	LOC124901743
124901744	LOC124901744
124901745	LOC124901745
124901746	LOC124901746
124901747	LOC124901747
124901748	LOC124901748
124901749	LOC124901749
124901750	LOC124901750
124901751	LOC124901751
124901752	LOC124901752
124901753	LOC124901753
124901754	LOC124901754
124901755	LOC124901755
124901756	LOC124901756
124901757	LOC124901757
124901758	LOC124901758
124901759	LOC124901759
124901760	LOC124901760
124901761	LOC124901761
124901762	LOC124901762
124901763	LOC124901763
124901764	LOC124901764
124901765	LOC124901765
124901766	LOC124901766
124901767	LOC124901767
124901768	LOC124901768
124901769	LOC124901769
124901770	LOC124901770
124901771	LOC124901771
124901772	LOC124901772
124901773	LOC124901773
124901774	LOC124901774
124901775	LOC124901775
124901776	LOC124901776
124901777	LOC124901777
124901778	LOC124901778
124901779	LOC124901779
124901780	LOC124901780
124901781	LOC124901781
124901782	LOC124901782
124901783	LOC124901783
124901784	LOC124901784
124901785	LOC124901785
124901786	LOC124901786
124901787	LOC124901787
124901788	LOC124901788
124901789	LOC124901789
124901790	LOC124901790
124901791	LOC124901791
124901792	LOC124901792
124901793	LOC124901793
124901794	LOC124901794
124901795	LOC124901795
124901796	LOC124901796
124901797	LOC124901797
124901798	LOC124901798
124901799	CICP24
124901800	LOC124901800
124901801	LOC124901801
124901802	LOC124901802
124901803	LOC124901803
124901804	LOC124901804
124901805	LOC124901805
124901806	LOC124901806
124901807	LOC124901807
124901808	LOC124901808
124901809	LOC124901809
124901810	LOC124901810
124901811	LOC124901811
124901812	LOC124901812
124901813	LOC124901813
124901814	LOC124901814
124901815	LOC124901815
124901816	LOC124901816
124901817	LOC124901817
124901818	LOC124901818
124901819	LOC124901819
124901820	LOC124901820
124901821	LOC124901821
124901822	LOC124901822
124901823	LOC124901823
124901824	LOC124901824
124901825	LOC124901825
124901826	LOC124901826
124901827	LOC124901827
124901828	LOC124901828
124901829	LOC124901829
124901830	LOC124901830
124901831	LOC124901831
124901832	LOC124901832
124901833	LOC124901833
124901834	LOC124901834
124901835	LOC124901835
124901836	LOC124901836
124901837	LOC124901837
124901838	LOC124901838
124901839	LOC124901839
124901840	LOC124901840
124901841	LOC124901841
124901842	LOC124901842
124901843	LOC124901843
124901844	LOC124901844
124901845	LOC124901845
124901846	LOC124901846
124901847	LOC124901847
124901848	LOC124901848
124901849	LOC124901849
124901850	LOC124901850
124901851	LOC124901851
124901852	LOC124901852
124901853	LOC124901853
124901854	LOC124901854
124901855	LOC124901855
124901856	LOC124901856
124901857	LOC124901857
124901858	LOC124901858
124901859	LOC124901859
124901860	LOC124901860
124901861	LOC124901861
124901862	LOC124901862
124901863	LOC124901863
124901864	LOC124901864
124901865	LOC124901865
124901866	LOC124901866
124901867	LOC124901867
124901868	LOC124901868
124901869	LOC124901869
124901870	LOC124901870
124901871	LOC124901871
124901872	LOC124901872
124901873	LOC124901873
124901874	LOC124901874
124901875	LOC124901875
124901876	LOC124901876
124901877	LOC124901877
124901878	LOC124901878
124901879	LOC124901879
124901880	LINC02949
124901881	LOC124901881
124901882	LOC124901882
124901883	LOC124901883
124901884	LOC124901884
124901885	LOC124901885
124901886	LOC124901886
124901887	LOC124901887
124901888	LOC124901888
124901889	LOC124901889
124901890	LOC124901890
124901891	LOC124901891
124901892	LOC124901892
124901893	LOC124901893
124901894	LOC124901894
124901895	LOC124901895
124901896	LOC124901896
124901897	LOC124901897
124901898	LOC124901898
124901899	LOC124901899
124901900	LOC124901900
124901901	LOC124901901
124901902	LOC124901902
124901903	LOC124901903
124901904	LOC124901904
124901905	LOC124901905
124901906	LOC124901906
124901907	LOC124901907
124901908	LOC124901908
124901911	LOC124901911
124901912	LOC124901912
124901913	LOC124901913
124901914	LOC124901914
124901915	LOC124901915
124901916	LOC124901916
124901917	LOC124901917
124901918	LOC124901918
124901919	LOC124901919
124901920	LOC124901920
124901921	LOC124901921
124901922	LOC124901922
124901923	LOC124901923
124901924	LOC124901924
124901925	LOC124901925
124901926	LOC124901926
124901927	LOC124901927
124901928	LOC124901928
124901929	LOC124901929
124901930	LOC124901930
124901931	LOC124901931
124901932	LOC124901932
124901933	LOC124901933
124901934	LOC124901934
124901935	LOC124901935
124901936	LOC124901936
124901937	LOC124901937
124901938	LOC124901938
124901939	LOC124901939
124901940	LOC124901940
124901941	LOC124901941
124901942	LOC124901942
124901943	LOC124901943
124901944	LOC124901944
124901945	LOC124901945
124901946	LOC124901946
124901947	LOC124901947
124901948	LOC124901948
124901949	LOC124901949
124901950	LOC124901950
124901951	LOC124901951
124901952	LOC124901952
124901954	LOC124901954
124901955	LOC124901955
124901956	LOC124901956
124901957	LOC124901957
124901958	LOC124901958
124901959	LOC124901959
124901960	LOC124901960
124901961	LOC124901961
124901962	LOC124901962
124901963	LOC124901963
124901964	LOC124901964
124901965	LOC124901965
124901966	LOC124901966
124901967	LOC124901967
124901968	LOC124901968
124901969	LOC124901969
124901970	LOC124901970
124901971	LOC124901971
124901972	LOC124901972
124901973	LOC124901973
124901974	LOC124901974
124901975	LOC124901975
124901976	LOC124901976
124901977	LOC124901977
124901978	LOC124901978
124901979	LOC124901979
124901980	LOC124901980
124901981	LOC124901981
124901982	LOC124901982
124901983	LOC124901983
124901984	LOC124901984
124901985	LOC124901985
124901986	LOC124901986
124901987	LOC124901987
124901988	LOC124901988
124901989	LOC124901989
124901990	LOC124901990
124901991	LOC124901991
124901992	LOC124901992
124901993	LOC124901993
124901994	LOC124901994
124901995	LOC124901995
124901996	LOC124901996
124901997	LOC124901997
124901998	LOC124901998
124901999	LOC124901999
124902000	LOC124902000
124902001	LOC124902001
124902002	LOC124902002
124902003	LOC124902003
124902004	LOC124902004
124902005	LOC124902005
124902006	LOC124902006
124902007	LOC124902007
124902008	LOC124902008
124902009	LOC124902009
124902010	LOC124902010
124902011	LOC124902011
124902012	LOC124902012
124902013	LOC124902013
124902014	LOC124902014
124902015	LOC124902015
124902016	LOC124902016
124902017	LOC124902017
124902018	SOD1P3
124902019	LOC124902019
124902020	LOC124902020
124902021	LOC124902021
124902022	LOC124902022
124902023	LOC124902023
124902024	LOC124902024
124902025	LOC124902025
124902026	LOC124902026
124902027	LOC124902027
124902028	LOC124902028
124902029	LOC124902029
124902030	LOC124902030
124902031	LOC124902031
124902032	LOC124902032
124902033	LOC124902033
124902034	LOC124902034
124902035	LOC124902035
124902036	LOC124902036
124902037	LOC124902037
124902038	LOC124902038
124902039	LOC124902039
124902040	LOC124902040
124902041	LOC124902041
124902042	LOC124902042
124902043	LOC124902043
124902044	LOC124902044
124902045	LOC124902045
124902046	LOC124902046
124902047	LOC124902047
124902048	LOC124902048
124902049	LOC124902049
124902050	LOC124902050
124902051	LOC124902051
124902052	LOC124902052
124902053	LOC124902053
124902054	LOC124902054
124902055	LOC124902055
124902056	LOC124902056
124902057	LOC124902057
124902058	LOC124902058
124902059	LOC124902059
124902060	LOC124902060
124902062	LOC124902062
124902063	LOC124902063
124902064	LOC124902064
124902065	LOC124902065
124902066	LOC124902066
124902067	LOC124902067
124902068	LOC124902068
124902069	IADEN
124902070	LOC124902070
124902071	LOC124902071
124902072	LOC124902072
124902073	LOC124902073
124902074	LOC124902074
124902075	LOC124902075
124902076	LOC124902076
124902077	LOC124902077
124902078	LOC124902078
124902079	LOC124902079
124902080	LOC124902080
124902081	LOC124902081
124902082	LOC124902082
124902083	LOC124902083
124902084	LOC124902084
124902085	LOC124902085
124902086	LOC124902086
124902087	LOC124902087
124902088	LOC124902088
124902089	LOC124902089
124902090	LOC124902090
124902091	LOC124902091
124902092	LOC124902092
124902093	LOC124902093
124902094	LOC124902094
124902095	LOC124902095
124902096	LOC124902096
124902097	LOC124902097
124902098	LOC124902098
124902099	LOC124902099
124902100	LOC124902100
124902101	LOC124902101
124902102	LOC124902102
124902103	LOC124902103
124902104	LOC124902104
124902105	LOC124902105
124902106	LOC124902106
124902107	LOC124902107
124902108	LOC124902108
124902109	LOC124902109
124902110	LOC124902110
124902111	LOC124902111
124902112	LOC124902112
124902113	LOC124902113
124902114	LOC124902114
124902115	LOC124902115
124902116	LOC124902116
124902117	LOC124902117
124902118	LOC124902118
124902119	LOC124902119
124902120	LOC124902120
124902121	LOC124902121
124902122	LOC124902122
124902123	LOC124902123
124902124	LOC124902124
124902125	LOC124902125
124902126	LOC124902126
124902127	LOC124902127
124902128	LOC124902128
124902129	LOC124902129
124902130	LOC124902130
124902131	LOC124902131
124902132	LOC124902132
124902133	LOC124902133
124902134	LOC124902134
124902135	LOC124902135
124902136	LOC124902136
124902137	LOC124902137
124902138	LOC124902138
124902139	LOC124902139
124902140	LOC124902140
124902141	LOC124902141
124902142	LOC124902142
124902143	LOC124902143
124902144	LOC124902144
124902145	LOC124902145
124902146	LOC124902146
124902147	LOC124902147
124902148	LOC124902148
124902149	LOC124902149
124902150	LOC124902150
124902151	LOC124902151
124902152	LOC124902152
124902153	LOC124902153
124902154	LOC124902154
124902155	GAS2L1P1
124902156	LOC124902156
124902157	LOC124902157
124902158	LOC124902158
124902159	LOC124902159
124902160	LOC124902160
124902161	LOC124902161
124902162	LOC124902162
124902163	LOC124902163
124902164	LOC124902164
124902165	LOC124902165
124902166	LOC124902166
124902167	LOC124902167
124902168	LOC124902168
124902169	LOC124902169
124902170	LOC124902170
124902171	LOC124902171
124902172	LOC124902172
124902173	LOC124902173
124902174	LOC124902174
124902175	LOC124902175
124902176	LOC124902176
124902177	LOC124902177
124902178	LOC124902178
124902179	LOC124902179
124902180	LOC124902180
124902181	LOC124902181
124902182	LOC124902182
124902183	LOC124902183
124902184	LOC124902184
124902185	LOC124902185
124902186	LOC124902186
124902187	LOC124902187
124902188	LOC124902188
124902189	LOC124902189
124902190	LOC124902190
124902191	LOC124902191
124902192	LOC124902192
124902193	LOC124902193
124902194	LOC124902194
124902195	LOC124902195
124902196	LOC124902196
124902197	LOC124902197
124902198	LOC124902198
124902199	LOC124902199
124902200	LOC124902200
124902201	LOC124902201
124902202	LOC124902202
124902203	LOC124902203
124902204	LOC124902204
124902205	LOC124902205
124902206	LOC124902206
124902207	LOC124902207
124902208	LOC124902208
124902209	LOC124902209
124902210	LOC124902210
124902211	LOC124902211
124902212	LOC124902212
124902213	LOC124902213
124902214	LOC124902214
124902215	LOC124902215
124902216	LOC124902216
124902217	LOC124902217
124902218	LOC124902218
124902219	LOC124902219
124902220	LOC124902220
124902221	LOC124902221
124902222	FAM220CP
124902223	LOC124902223
124902224	LOC124902224
124902225	LOC124902225
124902226	LOC124902226
124902227	LOC124902227
124902228	LOC124902228
124902229	LOC124902229
124902230	LOC124902230
124902231	LOC124902231
124902232	LOC124902232
124902233	LOC124902233
124902234	LOC124902234
124902235	LOC124902235
124902236	LOC124902236
124902237	LOC124902237
124902238	LOC124902238
124902239	LOC124902239
124902240	LOC124902240
124902241	LOC124902241
124902242	LOC124902242
124902243	LOC124902243
124902244	LOC124902244
124902245	LOC124902245
124902246	LOC124902246
124902247	LOC124902247
124902248	LOC124902248
124902249	LOC124902249
124902250	LOC124902250
124902251	LOC124902251
124902252	LOC124902252
124902253	LOC124902253
124902254	LOC124902254
124902255	LOC124902255
124902256	LOC124902256
124902257	LOC124902257
124902258	LOC124902258
124902259	LOC124902259
124902260	LOC124902260
124902261	LOC124902261
124902262	LOC124902262
124902263	LOC124902263
124902264	LOC124902264
124902265	LOC124902265
124902266	LOC124902266
124902267	LOC124902267
124902268	LOC124902268
124902269	LOC124902269
124902270	LOC124902270
124902271	LOC124902271
124902272	LOC124902272
124902273	LOC124902273
124902274	LOC124902274
124902275	LOC124902275
124902276	LOC124902276
124902277	LOC124902277
124902278	LOC124902278
124902279	LOC124902279
124902280	LOC124902280
124902281	LOC124902281
124902282	LOC124902282
124902283	LOC124902283
124902284	LOC124902284
124902285	LOC124902285
124902286	LOC124902286
124902287	LOC124902287
124902288	LOC124902288
124902289	LOC124902289
124902290	LOC124902290
124902291	LOC124902291
124902292	LOC124902292
124902293	LOC124902293
124902294	LOC124902294
124902295	LOC124902295
124902296	LOC124902296
124902297	LOC124902297
124902298	LOC124902298
124902299	LOC124902299
124902300	LOC124902300
124902301	LOC124902301
124902302	LOC124902302
124902303	LOC124902303
124902304	LOC124902304
124902305	LOC124902305
124902306	LOC124902306
124902307	LOC124902307
124902308	LOC124902308
124902309	LOC124902309
124902310	LOC124902310
124902311	LOC124902311
124902312	LOC124902312
124902313	LOC124902313
124902314	LOC124902314
124902315	LOC124902315
124902316	LOC124902316
124902317	LOC124902317
124902318	LOC124902318
124902319	LOC124902319
124902320	LOC124902320
124902321	LOC124902321
124902322	LOC124902322
124902323	LOC124902323
124902324	LOC124902324
124902325	LOC124902325
124902326	LOC124902326
124902327	LOC124902327
124902328	LOC124902328
124902329	LOC124902329
124902330	LOC124902330
124902331	LOC124902331
124902332	LOC124902332
124902333	LOC124902333
124902334	LOC124902334
124902335	LOC124902335
124902336	LOC124902336
124902337	LOC124902337
124902338	LOC124902338
124902339	LOC124902339
124902340	LOC124902340
124902341	LOC124902341
124902342	LOC124902342
124902343	LOC124902343
124902344	LOC124902344
124902345	LOC124902345
124902346	LOC124902346
124902347	LOC124902347
124902348	LOC124902348
124902349	LOC124902349
124902350	LOC124902350
124902351	LOC124902351
124902352	LOC124902352
124902353	LOC124902353
124902354	LOC124902354
124902355	LOC124902355
124902356	LOC124902356
124902357	LOC124902357
124902358	LOC124902358
124902359	LOC124902359
124902360	LOC124902360
124902361	LOC124902361
124902362	LOC124902362
124902363	LOC124902363
124902364	LOC124902364
124902365	LOC124902365
124902366	LOC124902366
124902367	LOC124902367
124902368	LOC124902368
124902369	LOC124902369
124902370	LOC124902370
124902371	LOC124902371
124902372	LOC124902372
124902373	LOC124902373
124902374	ORMDL1P1
124902375	LOC124902375
124902376	LOC124902376
124902377	LOC124902377
124902378	LOC124902378
124902379	LOC124902379
124902380	LOC124902380
124902381	LOC124902381
124902382	SUV39H2-DT
124902383	LOC124902383
124902384	LOC124902384
124902385	LOC124902385
124902386	LOC124902386
124902387	LOC124902387
124902388	LOC124902388
124902389	LOC124902389
124902390	LOC124902390
124902391	LOC124902391
124902392	LOC124902392
124902393	LOC124902393
124902394	LOC124902394
124902395	LOC124902395
124902396	LOC124902396
124902397	LOC124902397
124902398	LOC124902398
124902399	LOC124902399
124902400	LOC124902400
124902401	LOC124902401
124902402	LOC124902402
124902403	LOC124902403
124902404	LOC124902404
124902405	LOC124902405
124902406	LOC124902406
124902407	LOC124902407
124902408	LOC124902408
124902409	LOC124902409
124902410	LOC124902410
124902411	LOC124902411
124902412	LOC124902412
124902413	LOC124902413
124902414	LOC124902414
124902415	LINC02916
124902416	LOC124902416
124902417	LOC124902417
124902418	LOC124902418
124902419	LOC124902419
124902420	LOC124902420
124902421	LOC124902421
124902422	LOC124902422
124902423	LOC124902423
124902424	LOC124902424
124902425	LOC124902425
124902426	LOC124902426
124902427	LOC124902427
124902428	LOC124902428
124902429	LOC124902429
124902430	LOC124902430
124902431	LOC124902431
124902432	LOC124902432
124902433	LOC124902433
124902434	LOC124902434
124902435	LOC124902435
124902436	LOC124902436
124902437	LOC124902437
124902438	LOC124902438
124902439	LOC124902439
124902440	LOC124902440
124902441	LOC124902441
124902442	LOC124902442
124902443	LOC124902443
124902444	LOC124902444
124902445	LOC124902445
124902446	LOC124902446
124902447	LOC124902447
124902448	LOC124902448
124902450	LOC124902450
124902451	LOC124902451
124902452	LOC124902452
124902453	LOC124902453
124902454	LOC124902454
124902455	LOC124902455
124902456	LOC124902456
124902457	LOC124902457
124902458	LOC124902458
124902459	LOC124902459
124902460	LOC124902460
124902461	LOC124902461
124902462	LOC124902462
124902463	LOC124902463
124902464	LOC124902464
124902465	LOC124902465
124902466	LOC124902466
124902467	LOC124902467
124902468	LOC124902468
124902469	LOC124902469
124902470	LOC124902470
124902471	LOC124902471
124902472	LOC124902472
124902473	LOC124902473
124902474	LOC124902474
124902475	LOC124902475
124902476	LOC124902476
124902477	LOC124902477
124902478	LOC124902478
124902479	LOC124902479
124902480	LOC124902480
124902481	LOC124902481
124902482	LOC124902482
124902483	LOC124902483
124902484	LOC124902484
124902485	LOC124902485
124902486	LOC124902486
124902487	LOC124902487
124902488	LOC124902488
124902489	LOC124902489
124902490	LOC124902490
124902491	LOC124902491
124902492	LOC124902492
124902493	LOC124902493
124902494	LOC124902494
124902495	LOC124902495
124902496	LOC124902496
124902497	LOC124902497
124902498	LOC124902498
124902499	LOC124902499
124902500	LOC124902500
124902501	LOC124902501
124902502	LOC124902502
