"treatment_name","Yes (p-value)","Filopodia (p-value)","Yes (mean diff)","Filopodia (mean diff)","Yes (combined error)","Filopodia (combined error)"
"FAM131C (family with sequence similarity 131 member C)",1.2115265257683916e-7,0.19903775405574442,0.16302785660317176,-0.07595503225634526,0.19355868253611194,0.193990770526851
"FAM133A (family with sequence similarity 133 member A)",0.023368790272425777,0.0244833956477446,0.13935363811210766,0.09606907292361361,0.20884835380562689,0.10661635391057318
"FAM135A (family with sequence similarity 135 member A)",0.001241444820170079,0.5290198498505185,0.1718183653504448,-0.015149264639053917,0.19580957150771564,0.10020885410424793
"FAM135B (family with sequence similarity 135 member B)",0.1700785712337325,0.34153578516419736,-0.03150582777793387,-0.02916545750641103,0.2008451092465497,0.12667467204459962
"FAM136A (family with sequence similarity 136 member A)",0.000017481969385668705,0.2256896509595281,-0.5273349044115633,-0.02213904398374167,0.196681961837674,0.09392223036731401
"FAM13A (family with sequence similarity 13 member A)",0.4923820442744975,0.9032701741035138,-0.026265093388316618,-0.005725969006300846,0.20485810477986577,0.13193316425343254
"FAM13C (family with sequence similarity 13 member C)",0.001188206388988311,0.6437720394639221,-0.1443794661984285,0.01155935797502966,0.2178117433694796,0.11862714423208455
"FAM151A (family with sequence similarity 151 member A)",0.00551498715748755,0.007157717394913554,0.12003049445878333,0.09233533919415188,0.19616140771065388,0.09649570829758194
"FAM151B (family with sequence similarity 151 member B)",0.4329330225394359,0.05525235436099729,0.017702091910605122,-0.024760257840369893,0.20127004736533421,0.09425470529792741
"FAM153A (family with sequence similarity 153 member A)",0.07510050720070871,0.7551396602132376,0.09422158353466281,-0.009019443622927337,0.2404719083316415,0.12440459641762348
"FAM153B (family with sequence similarity 153 member B)",0.000494053416184137,0.0018248569697374428,0.143780445457383,0.10125820698322924,0.19261230508662974,0.09279085015948373
"FAM160B1 (family with sequence similarity 160 member B1)",0.007228653575640065,0.17599262026499574,-0.1442703871908801,0.06205285777823438,0.20030991329116227,0.12152869828984211
"FAM160B2 (family with sequence similarity 160 member B2)",0.08210776465785274,0.030580734180973845,-0.10685376859466478,0.05920864345014282,0.2160190945642521,0.09627912840691193
"FAM161A (FAM161 centrosomal protein A)",0.01647126850361147,0.895005602785552,0.11098113137796639,-0.0038343206717714184,0.1997747197185399,0.10648796534407066
"FAM161B (FAM161 centrosomal protein B)",0.9264220098005969,0.21978878685295733,0.0031718687213579955,-0.029747018370182066,0.20275745340656082,0.09858681720367654
"FAM163A (family with sequence similarity 163 member A)",0,0.004754474685461085,0.20124935685558087,0.10956521866433439,0.18967549179012466,0.097551309025988
"FAM166A (family with sequence similarity 166 member A)",0.02497964410407949,0.04812014407148979,-0.11680501710572,-0.07831558489127871,0.20390724700138804,0.10727118107982095
"FAM166B (family with sequence similarity 166 member B)",0.0011214707012834335,0.8190755511036172,0.21970924759706023,-0.007205749127653649,0.19894082361421,0.10941802788488109
"FAM167A (family with sequence similarity 167 member A)",0.00007494838073518473,0.0017968788136220049,0.18034627723504082,0.11288778906721492,0.19173926034639932,0.09397560408541712
"FAM167B (family with sequence similarity 167 member B)",0.000010197346619111869,0.9194363796687164,-0.5288298090688001,-0.004528110567289023,0.195298322960974,0.12830233559964574
"FAM168A (family with sequence similarity 168 member A)",0.2769728039105479,0.34028925865483894,0.04387520218704688,0.019074824322508288,0.2049651413443501,0.09580019039496256
"FAM168B",0.04904755437022046,0.03809880562575607,0.09580224033332663,-0.05219326336232577,0.20456632465958657,0.09540432650623919
"FAM170A (family with sequence similarity 170 member A)",0.33135855822619065,0.11911631346924745,0.051837324845686705,-0.04696641102907673,0.21664347848674584,0.10221616955730692
"FAM171B (family with sequence similarity 171 member B)",0.3385609491136208,0.16813282999577495,-0.06494938997690747,-0.03657749175276387,0.2319586152788202,0.0999731325766386
"FAM172A (family with sequence similarity 172 member A)",0.000014064664489721324,0.6432866464264739,-0.5415030059173515,0.007034516857668371,0.19636885345643393,0.09278741232057472
"FAM174A (family with sequence similarity 174 member A)",0.00004746416098933004,0.5857409152756818,-0.4825076691881668,-0.03614236012837918,0.19891159101728634,0.16205492498121232
"FAM177A1 (family with sequence similarity 177 member A1)",0.0000026253790998964632,0.010618816658699348,0.14795850811177602,-0.1383613228594992,0.19550391443540022,0.16180038747216965
"FAM180A (family with sequence similarity 180 member A)",0.0002482361698050717,0.9116574237970423,0.2232828887474334,0.003913859156440436,0.19445230917628825,0.11448922359947108
"FAM181A (family with sequence similarity 181 member A)",0.0033327677137344747,0.014205042936018542,0.1427304522713463,0.09352315394593363,0.19666362442935229,0.10088231159871466
"FAM184A (family with sequence similarity 184 member A)",0.00007050390079843538,0.006802925636575363,0.2068744204796089,0.10780171489066298,0.1921919118543825,0.0992545975706106
"FAM187B (family with sequence similarity 187 member B)",0.0013321381864366266,0.05103537584837814,0.17615942319035394,0.01926695323174049,0.19632130911999793,0.08875398337739292
"FAM189A1 (family with sequence similarity 189 member A1)",0.717021705127334,0.07914627560909215,0.013876228858192508,-0.033506526816265925,0.20558584765986734,0.09302480818691006
"FAM189A2 (family with sequence similarity 189 member A2)",0.000010286206401755038,0.9988497858372731,0.22984988467756373,0.0000588804856082592,0.19121793930535871,0.12243179581832175
"FAM189B (family with sequence similarity 189 member B)",0.012987541840737471,0.11679789474139213,-0.1536321699913336,-0.03865409363784933,0.3140936783888904,0.13660055614711755
"FAM199X (family with sequence similarity 199, X-linked)",0.0013944662726792512,0.3540754835868647,0.17542451020540972,-0.01421010349717583,0.19641490852109672,0.0924274192253496
"FAM200A (family with sequence similarity 200 member A)",0.07617030967478211,0.0523043188267629,-0.20627594300294866,-0.06341965963914525,0.37674694649633134,0.1251945946480559
"FAM204A (family with sequence similarity 204 member A)",0.00010169408859161955,0.005643707662683628,0.14915139691121726,0.09026177160971166,0.19137784198606453,0.09508815645296081
"FAM207A (family with sequence similarity 207 member A)",0.006169618106598662,0.4128017213366726,0.09335035876552411,-0.032237734266996665,0.1939247589469073,0.11769816499477756
"FAM209A (family with sequence similarity 209 member A)",0.0001926576405708591,0.7410121026165912,0.19016618173690325,0.021171064100241943,0.19291243046444997,0.1596063787262959
"FAM209B (family with sequence similarity 209 member B)",0.009322693443357233,0.010366137492620497,-0.15029503476350864,-0.11577184257295137,0.20285990803783369,0.10427992594150833
"FAM20A (FAM20A golgi associated secretory pathway pseudokinase)",0.03281419417913489,0.3293469537626055,-0.10770159353848485,-0.03205092810606247,0.20406381877944593,0.1085988841478899
"FAM20B (FAM20B glycosaminoglycan xylosylkinase)",0.0028667404217164183,0.8916442613194087,0.1660116704748028,-0.004646273176914295,0.198312368799606,0.11289684021399005
"FAM214B (family with sequence similarity 214 member B)",0.0023209346110031337,0.011013475204957324,-0.16329532189397683,-0.08148878136992738,0.19721378718482074,0.09644754435221778
"FAM216A (family with sequence similarity 216 member A)",0.24700255005944127,0.007516143350739801,0.04354050447464952,0.08717568002302839,0.20271299591019787,0.09576976062856869
"FAM216B (family with sequence similarity 216 member B)",0.026708472234841185,0.9296995101138088,0.09152381473032167,0.0016686470023524191,0.1989197766101281,0.09590691057154947
"FAM217A (family with sequence similarity 217 member A)",0.09029111949523672,0.7620206092993038,-0.05249609456946902,-0.006597337141615978,0.19682920093178266,0.09843785548017019
"FAM217B (family with sequence similarity 217 member B)",0.08540940681611131,0.04788926782362135,-0.08421395812211452,-0.10167161559870236,0.20692424297180737,0.11891019702578302
"FAM218A (family with sequence similarity 218 member A)",0.005725459931515742,0.5650595234520419,0.09528991013112376,0.02191178541960559,0.1939298847508617,0.11721702029893133
"FAM219A (family with sequence similarity 219 member A)",0.00045471624543669265,0.5790108240875866,0.2173639507928391,-0.045276742246378954,0.19562962020932173,0.1892273353951079
"FAM219B (family with sequence similarity 219 member B)",0.014561727267391689,0.09789483905340557,0.19558929527386326,-0.07699417443894979,0.21740295501745202,0.11847814786166502
"FAM220A (family with sequence similarity 220 member A)",0.11811843454660131,0.05502425191131022,-0.08444047700325163,-0.07608247605693758,0.2121188992997181,0.10794631837653446
"FAM220CP (family with sequence similarity 220 member C, pseudogene; putative SIPAR-like protein C9orf51-like)",0.000006001676956968183,0.6469613296331271,-0.5337607290483495,-0.020367974013715262,0.1942957301257175,0.12691356840665627
"FAM221A (family with sequence similarity 221 member A)",0.03794044641479655,0.7197035926573245,0.09476853510168104,-0.01020880577726041,0.2069592521759279,0.10932932730929329
"FAM221B (family with sequence similarity 221 member B)",0.7864601916391365,0.7130824775111511,0.007347079915759336,-0.005837089004494533,0.20683506249972783,0.09986763367290064
"FAM222A (family with sequence similarity 222 member A)",0.016767865605846533,0.4227128865897636,0.09300243095122818,-0.02672302350418093,0.1969191476626399,0.11003293352082479
"FAM222B (family with sequence similarity 222 member B)",0.000007102166230232854,0.35474302067951724,-0.5282860609931653,-0.017747299681272977,0.19452844437294722,0.09519783640364043
"FAM226A (family with sequence similarity 226 member A)",0.00004588342623557118,0.4231456104855691,-0.5241185662610358,-0.019975837607382696,0.20024689695633455,0.10066364633325355
"FAM227B (family with sequence similarity 227 member B)",0.003344107093716797,0.01462702144349426,0.14331328122505216,-0.11410088256637452,0.2013192319763527,0.11609035227655096
"FAM228A (family with sequence similarity 228 member A)",0.5491945394031483,0.38665913879137115,0.022691876623155416,-0.04125447892998596,0.20479807101499953,0.12904591786697045
"FAM229B (family with sequence similarity 229 member B)",0.0005553370812980685,0.00298430331116184,0.17593509491815407,-0.09979916695479307,0.19410543248212273,0.09410751764556748
"FAM234A (family with sequence similarity 234 member A)",0.00004906503309443089,0.0009733308601780344,-0.5163590800671893,-0.10232494523100022,0.20027784220798786,0.09144744710070425
"FAM234B (family with sequence similarity 234 member B)",0.0010545105027901513,0.13453574560913495,0.1086860791698604,-0.01920631654263566,0.21543541042992814,0.0989741486663478
"FAM241A (family with sequence similarity 241 member A)",0.001368517116012935,0.02235809876760242,0.1839099801621582,-0.11095856553392008,0.19697364634328704,0.11107623774759207
"FAM24B (family with sequence similarity 24 member B)",0.00010643675440258349,0.478916288394035,0.21725720188970044,-0.032234096716977134,0.19287518315315458,0.1271145276106831
"FAM25C (family with sequence similarity 25 member C)",0.00020801007300197405,0.5482339623289962,0.2205327733729988,-0.01029880481078782,0.1940053342975013,0.09411045530671285
"FAM30A (family with sequence similarity 30 member A)",0.5152390386170915,0.3250760716965244,0.017241329567228236,-0.03740714579983362,0.19706638677980834,0.11485350966706159
"FAM32A (family with sequence similarity 32 member A)",0.004607626213817717,0.035452866757426094,-0.120138034962469,0.06109294762217826,0.19560171039762755,0.09772925460748955
"FAM3A (FAM3 metabolism regulating signaling molecule A)",0.037419236552917345,0.0329464670176598,-0.1721223719891971,-0.07416315639321319,0.2274570728413084,0.10161316639412879
"FAM3B (FAM3 metabolism regulating signaling molecule B)",0.23618736891597103,0.13602829779312442,-0.038210602777799196,0.07879384245687399,0.19923027799865656,0.12875395745959414
"FAM3C (FAM3 metabolism regulating signaling molecule C)",0.004370615978513959,0.22286982221611407,-0.11228657562850186,0.0411078961680062,0.19474923678377565,0.10812220009597051
"FAM3D (FAM3 metabolism regulating signaling molecule D)",0.019196821728125757,0.038394517737706746,-0.11529110836848566,-0.06956146459165263,0.20155181238288059,0.10126007353366669
"FAM43A (family with sequence similarity 43 member A)",0.037860783956687794,0.0004057482874235685,0.04754423977453648,-0.1501182651531568,0.19284692280716545,0.09288650427819445
"FAM47B (family with sequence similarity 47 member B)",0.000015832749793442957,0.08053136314555487,-0.5102920836667885,-0.01994294897891563,0.1960201200085284,0.089429468661364
"FAM49B (family with sequence similarity 49 member B)",0.15458733222925902,0.29904898510749645,-0.16325413023927438,0.016346596545246228,0.382402275620949,0.09905161920967816
"FAM50B (family with sequence similarity 50 member B)",0.7033363926360701,0.6389620908578904,-0.01399285809074391,0.014701195498014907,0.20433533454306396,0.1087546047566375
"FAM53A (family with sequence similarity 53 member A)",0.005354404000392554,0.7290371923260244,0.14531078299855438,0.021003781082898854,0.19888444561389276,0.15360258057229267
"FAM53B (family with sequence similarity 53 member B)",0.01347170905995343,0.08685972881407666,-0.06877892126378415,-0.03996895593138239,0.19324040744178667,0.09589938354333492
"FAM53C (family with sequence similarity 53 member C)",0.13139006006060372,0.343243435505979,0.023310251437038354,-0.03423977876897916,0.19156992598707867,0.11270832692198482
"FAM71A (family with sequence similarity 71 member A)",0.00242613314636686,0.28810190108986156,0.1642330599451276,0.02815503478642034,0.1974643323528816,0.10133464425462425
"FAM71B (family with sequence similarity 71 member B)",2.3654178193943665e-7,0.010447347015277497,-0.11089117533899795,-0.03065890764992385,0.19571643007747813,0.09606900491249375
"FAM71C (family with sequence similarity 71 member C)",0.000017117584646841877,0.47968506580448533,0.18111970378482478,0.029412022659499215,0.19096047403233432,0.1214717446055028
"FAM71D (family with sequence similarity 71 member D)",0.2402859658650538,0.1202215038034784,0.03457801484761458,0.029376711994940685,0.197676147879399,0.09349013944793416
"FAM71E1 (family with sequence similarity 71 member E1)",0.2406032709772945,0.05132548553028582,-0.06025105328015923,0.04473447905971267,0.2133137711011788,0.0946361110021767
"FAM71F1 (family with sequence similarity 71 member F1)",0.0002754619950016135,0.00007081768405070576,0.16624899257699277,-0.10856212698690088,0.21072668093622235,0.10068668563232028
"FAM71F2 (family with sequence similarity 71 member F2)",0.001868517518192725,0.017780944374993668,0.09150307380330236,-0.12498189195496956,0.19199619115659763,0.1132229067341022
"FAM72B (family with sequence similarity 72 member B)",0.6281029723863574,0.6888972958251964,-0.024248978114845943,-0.01356413048338806,0.21592733640247633,0.11215899052181093
"FAM74A1 (family with sequence similarity 74 member A1)",0.008823254742936104,0.12245676852908138,-0.14647350185858654,-0.04085646258798176,0.2018569692589534,0.09907092739456612
"FAM74A6 (family with sequence similarity 74 member A6)",0.0008193996439886941,0.40306944796120336,0.16533528362720273,0.021165365947877046,0.1943866497030226,0.10093595332885036
"FAM76A (family with sequence similarity 76 member A)",0.6488612686675355,0.00834143699161749,0.015172078528475241,0.08010277204272792,0.20167704443849224,0.09493217240917698
"FAM76B (family with sequence similarity 76 member B)",0.2468428236088096,0.7028268028417965,-0.08271549270072864,-0.014668306744995585,0.23357026768804007,0.11840687580894828
"FAM78A (family with sequence similarity 78 member A)",0.09109971086086799,0.04531740142368168,0.061833679758387605,-0.0690049783608479,0.19962436729332558,0.10256031953691495
"FAM78B (family with sequence similarity 78 member B)",0.3929721711638918,0.5638375956618238,0.02345894974741325,-0.02238001530842798,0.19729109063557462,0.11816247833618308
"FAM81A (family with sequence similarity 81 member A)",0.0006992309765676552,0.6873569808542226,0.21918397428587266,0.006803685560521078,0.19704803745635371,0.09409849163601115
"FAM81B (family with sequence similarity 81 member B)",0.000045920872684401814,0.7419986726160106,-0.45967375082761525,0.008561642470164277,0.19801465248648653,0.1027776485037568
"FAM83A (family with sequence similarity 83 member A)",0.00000873143052970704,0.05747052035192435,0.14392302211885077,0.058261062370657146,0.19679141835057917,0.12157951878991587
"FAM83F (family with sequence similarity 83 member F)",0.20534923491124957,0.006955517771666031,-0.07096522525522808,-0.03208893018904513,0.25700169868432526,0.09282131341479502
"FAM86C1 (family with sequence similarity 86 member C1)",0.060132517081351367,0.47735055043226127,-0.08105677091221886,-0.02705306041444594,0.20206900577124098,0.11657048449388237
"FAM89B (family with sequence similarity 89 member B)",0.12434600525167894,0.028569010881402734,-0.05656862841861543,-0.06014228102247837,0.20048754091409782,0.09617530267139397
"FAM8A1 (family with sequence similarity 8 member A1)",0.7011799086962909,0.0608271373328082,0.01959647279049992,-0.029796657443635688,0.21724652157272267,0.09107874826302666
"FAM90A1 (family with sequence similarity 90 member A1)",0.0024316988061348077,0.6277268504035571,0.08910513985705437,0.024227316780944197,0.19216254145342268,0.1352516410417624
"FAM92A (family with sequence similarity 92 member A)",0.03570097868888378,0.029829832609603812,0.06798765233688531,0.07119807888459334,0.19587019210794596,0.09980041535695186
"FAM92B (family with sequence similarity 92 member B)",0.000005070389450967383,0.07773461719434782,0.2590174789150844,0.03004193583385667,0.19115178425638607,0.09187844619914039
"FAM98A (family with sequence similarity 98 member A)",0.5477484731268372,0.03764937974025573,0.019319020559300792,-0.039401109278942525,0.21312691163245828,0.10118288663948978
"FAM98C (family with sequence similarity 98 member C)",0.5482147415256171,0.0022091029237443216,0.010205579066173476,-0.10406138093165274,0.19629517025951065,0.11701067717198954
"FAM9A (family with sequence similarity 9 member A)",0.0008249571649137089,0.8154737710146802,0.08846510384009276,-0.008236661800110845,0.19123304413083964,0.11437453724132876
"FAM9B (family with sequence similarity 9 member B)",0.020036448215086322,0.11767090631392207,-0.08409624421455675,-0.05428277034788331,0.19627780734956224,0.10655930082063692
"FAM9C (family with sequence similarity 9 member C)",0.05981530682962255,0.36573094071999757,-0.06826712938599688,-0.041868484484866575,0.1985050465897105,0.1267269300832972
"FAN1 (FANCD2 and FANCI associated nuclease 1)",0.11539534633911086,0.5767356435063558,-0.06935945251700637,-0.016071653855654733,0.2047634433843561,0.10548877316709457
"FANCB (FA complementation group B)",0.005481254449693607,0.3289743189625487,0.12878715227906956,0.032653273990519094,0.19707370960044795,0.10929041515324621
"FANCC (FA complementation group C)",0.0000021407305879073135,0.581907543303724,-0.526118223685218,-0.01745643572741562,0.19276115823937073,0.10898487269354182
"FANCD2 (FA complementation group D2)",0.5125095975800269,0.21839145421800787,0.017672343263256285,0.04008517485800117,0.1973355749059584,0.10677200540794105
"FANCD2OS (FANCD2 opposite strand)",0.00006193703183932087,0.09690372288491966,-0.10202408220045667,-0.07246754927382315,0.19050108846451863,0.11514451583405103
"FANCE (FA complementation group E)",0.7321040630122284,0.9969392628779576,0.014079557537956644,-0.00008201592164169824,0.20798895137615855,0.09817750603017836
"FANCM (FA complementation group M)",0.9055766914083521,0.3584460173231423,0.006393557714867493,0.018228889538254467,0.220714071669581,0.09575117648380241
"FANK1 (fibronectin type III and ankyrin repeat domains 1)",0.8585565748064181,0.34588793605947643,0.0055225766993867165,-0.04730726564327287,0.20032253541940787,0.13206770817073826
"FAR1 (fatty acyl-CoA reductase 1)",0.6867289998945343,0.15160831436737854,-0.02479610128664811,-0.037517258803514586,0.22855024266945317,0.09937615665891933
"FAR2 (fatty acyl-CoA reductase 2)",0.33651352701021375,0.001385215822826913,0.042198668755327295,0.16381838027781054,0.20832079308725868,0.09905392923435861
"FARP2 (FERM, ARH/RhoGEF and pleckstrin domain protein 2)",0.07407449754276141,0.8498845900908032,-0.11757830844214712,-0.008427622394518608,0.21892199423433253,0.12781113020712814
"FARSA (phenylalanyl-tRNA synthetase subunit alpha)",0.01694684948205416,0.9865640427178455,-0.1557006146674106,0.0007207410594084473,0.20932581054594795,0.12534502148334603
"FARSB (phenylalanyl-tRNA synthetase subunit beta)",0.04181707577349214,0.034940938178322556,0.10008386421000082,0.09931129902488639,0.20425580398573184,0.1124598388533142
"FAS (Fas cell surface death receptor)",1.7708497712654037e-7,0.6510494870277412,0.2428774770673947,-0.012723310733874171,0.1903103948324246,0.10496668436243399
"FASLG (Fas ligand)",0.19654379804234146,0.02950923162272079,0.05294582130042236,0.14350363553359907,0.20440635668487164,0.1304088302627747
"FASN (fatty acid synthase)",0.006401342456059167,0.05846576232806666,0.15483014950446472,-0.023051578763771507,0.20767472603697448,0.09035164354309473
"FASTK (Fas activated serine/threonine kinase)",0.0019108461423822387,0.7891765550105063,0.10809377840723589,0.0071718437251466205,0.21907700949697692,0.13410135716051966
"FASTKD1 (FAST kinase domains 1)",0.00008663217724014238,0.0025168983080841034,0.1959795838723679,0.09478191178731771,0.19216431939045742,0.0929800848780593
"FASTKD2 (FAST kinase domains 2)",0.7759089890869726,0.037421470643252075,0.010099032177421696,-0.04765814940143387,0.2323014742727757,0.11855063337368832
"FASTKD3 (FAST kinase domains 3)",0.00018048601102682582,0.035942779911268374,0.15222225670363299,0.03524790490585955,0.20568049335659241,0.09832417925843005
"FASTKD5 (FAST kinase domains 5)",0.5764968874411878,0.0493499081252331,-0.018018155408905057,0.022366388908832968,0.22515446084055543,0.09605948781564198
"FAXC (failed axon connections homolog, metaxin like GST domain containing)",0.03363746586635186,0.14270309439927864,-0.2366514426532385,-0.021474030817051903,0.3538782571460498,0.09696136172451757
"FAXDC2 (fatty acid hydroxylase domain containing 2)",0.0021669663761616498,0.03672733958855812,-0.24740849924561314,-0.06639477090880214,0.21686206236679195,0.10458392506026552
"FBF1 (Fas binding factor 1)",0.000025709046365562926,0.509225195191926,0.24702233077074698,-0.021024827004500424,0.19198988196972272,0.10880787919301504
"FBH1 (F-box DNA helicase 1)",0.10430336054290845,0.002255473023311305,0.036492905102024076,0.11503066009143542,0.19356256011683493,0.09502907263981371
"FBL (fibrillarin)",0.33132726504714505,0.020263569860923925,-0.03063717861752646,-0.11508503425229477,0.19941619386324513,0.11133740432534356
"FBLIM1 (filamin binding LIM protein 1)",0.000055217102093330084,0.0045883644874959995,0.10344457470079815,0.11821412653244429,0.1904910538722282,0.09889567223023815
"FBLN2 (fibulin 2)",0.0025871604537224258,0.013825665059400194,0.14353496613759886,0.12921316209502826,0.19590552781184986,0.11136917848949772
"FBLN7 (fibulin 7)",1.54889342907083e-7,0.10634060050607297,0.1367232716933665,0.04118900684170984,0.19002037732072619,0.09795219038637114
"FBP1 (fructose-bisphosphatase 1)",0.014721029262729113,0.0037313229542765836,-0.10804741262905171,-0.08497918815183586,0.19867043304264437,0.09293147230712485
"FBP2 (fructose-bisphosphatase 2)",0.003998053076550878,0.36318249466301555,-0.10946593891610712,-0.03771023401632739,0.19430001742752973,0.11994242978963925
"FBRS (fibrosin)",0.1966739542007525,0.1293159917247264,-0.07341207809507322,-0.03460389718499446,0.21722434922547187,0.09630944543705566
"FBXL12 (F-box and leucine rich repeat protein 12)",0.2757038916577399,0.05879004428111134,-0.08765078561937911,-0.04953659746698147,0.2450824224231745,0.09705710223790767
"FBXL13 (F-box and leucine rich repeat protein 13)",0.02844601194176244,0.8063322450344004,-0.11130648712217306,-0.005151344949930248,0.20370928794512486,0.09774427647303699
"FBXL14 (F-box and leucine rich repeat protein 14)",0.0000025011155091458903,0.8648788730232138,-0.5276979864413193,-0.004015941500051856,0.19294921676325333,0.10035043226089088
"FBXL15 (F-box and leucine rich repeat protein 15)",0.6025235840224419,0.00788957939001711,0.0340089628444995,-0.09881436067914195,0.2748973640709041,0.12681672090149862
"FBXL16 (F-box and leucine rich repeat protein 16)",0.46553431946801105,0.86372432526781,-0.03886497720644688,0.0047023713497288955,0.21804778130080105,0.104509001588278
"FBXL17 (F-box and leucine rich repeat protein 17)",0.016297771716933918,0.265729774987816,-0.15032695037005428,-0.03730626002828685,0.2076533012365617,0.10857255437629704
"FBXL18 (F-box and leucine rich repeat protein 18)",0.19735050673364407,0.4812063857619182,-0.16057310824982352,-0.013596259005864031,0.4110155130972742,0.10504151254022503
"FBXL19 (F-box and leucine rich repeat protein 19)",0.05643778491686646,0.6474738455224318,0.12608053204398295,0.01697550607909787,0.21727865540553573,0.11633691615855331
"FBXL19-AS1 (FBXL19 antisense RNA 1)",0.00008104228551886195,0.4120605609262711,-0.4833620587516815,0.018757012283753427,0.20146408872298482,0.0986093828983113
"FBXL20 (F-box and leucine rich repeat protein 20)",0.7021599421059506,0.36436541342297946,-0.007535847044290334,0.023837663143760845,0.19387636652354676,0.10168544429007922
"FBXL21P (F-box and leucine rich repeat protein 21, pseudogene)",0.05179210289026481,0.4255787208863735,0.08444229983443496,-0.029393583851513194,0.20177618279181095,0.11455252319963498
"FBXL3 (F-box and leucine rich repeat protein 3)",0.0031845727400339197,0.049942181238677774,0.16685475169143438,-0.04895466239535645,0.19886824328466363,0.09584997054399975
"FBXL4 (F-box and leucine rich repeat protein 4)",0.17090931740143,0.023201415512882573,0.04262714437939108,-0.057674178742530724,0.1980068951502248,0.0945438674460979
"FBXL5 (F-box and leucine rich repeat protein 5)",0.004205852006921473,0.3529339394703961,-0.12110717161261653,0.020304919936570076,0.19542190437576468,0.09742615720085837
"FBXL7 (F-box and leucine rich repeat protein 7)",0.8405980933680475,0.025635229620839528,-0.004985932747436861,-0.05004247795357292,0.19648171574441284,0.09316681538568825
"FBXL8 (F-box and leucine rich repeat protein 8)",0.002790680022026093,0.4985352752998766,0.16795921882313114,0.015346574499553067,0.19838805916840072,0.09875118727385739
"FBXO11 (F-box protein 11)",0.3220916136917227,0.5506315900339764,-0.035315851470724025,-0.021152570459684272,0.20202652836805676,0.11358520693431998
"FBXO16 (F-box protein 16)",0.00014414274615259792,0.006275768438356533,0.24748323353939528,0.036505087693204874,0.19421583068266335,0.08882194561827242
"FBXO17 (F-box protein 17)",0.0026679935488580497,0.5319720122224982,0.09342679676544474,-0.009865657512788395,0.19250662310112457,0.09307605572372422
"FBXO2 (F-box protein 2)",0.018821153348683728,0.7104181801665514,0.10141038874275776,-0.007048046339629632,0.19883563516705105,0.0958205812638273
"FBXO21 (F-box protein 21)",0.018366436191123103,0.633883852424624,-0.08182491895601851,-0.015085542611045166,0.19562584848247236,0.10915589625179302
"FBXO22 (F-box protein 22)",0.0006020253746656934,0.004107211748591633,0.12739421278122642,0.12317877023924967,0.19225473447407282,0.0991343078922155
"FBXO24 (F-box protein 24)",0.1323163400313685,0.2992915943534844,-0.025713381708908578,-0.04179363888873533,0.1920154508834641,0.1173630806981172
"FBXO25 (F-box protein 25)",0.0033324646231349675,0.5029255068664138,0.1456886565329948,-0.016732530387257638,0.20167317715135935,0.10414218682944062
"FBXO27 (F-box protein 27)",0.0009317475605810088,0.5368111950950643,0.22214616852905222,-0.014196452297733031,0.19833207336689335,0.09916564576764796
"FBXO28 (F-box protein 28)",0.45184762140947266,0.03055793133454965,-0.02298445020966533,-0.07131679654205186,0.19930699160358262,0.10002179430315418
"FBXO3 (F-box protein 3)",0.04656195927689755,0.22988380935079578,-0.07129445427498016,-0.041561385864870515,0.19776668868362468,0.10925098613136966
"FBXO30 (F-box protein 30)",0.09452758498761216,0.9655301528898406,-0.022334701982427374,0.0018519512011738182,0.1909742739294246,0.12542201489149907
"FBXO32 (F-box protein 32)",0.0004995083544747647,0.3802979352264617,0.1424560912708992,0.05517306011191109,0.19257825899551312,0.15265254758342153
"FBXO34 (F-box protein 34)",0.00011390409502531895,0.02014698198796716,0.10374341465920778,0.057621151765010925,0.19655433806911796,0.10866479120283856
"FBXO38 (F-box protein 38)",0.7165763997377874,0.008543844234621956,0.023026500750165102,-0.04494805884234293,0.31267935305287176,0.10558333445002804
"FBXO39 (F-box protein 39)",0.0010602364806147069,0.9048096073713285,-0.12163743034923835,-0.005694965416170206,0.19270079252475086,0.13273482197189365
"FBXO4 (F-box protein 4)",0.0023641770180984345,0.9418620591217186,-0.1405989307419448,-0.0013460099624350574,0.19540921001417916,0.095515192585761
"FBXO40 (F-box protein 40)",0.0005814424492782688,0.6071596298647832,0.16466462631120904,0.005975437032424424,0.19368633595892482,0.0905288125977821
"FBXO42 (F-box protein 42)",0.001946499869734053,0.2663570986239572,0.15348886822481578,-0.022674779202230044,0.1958308139571553,0.0957435916030083
"FBXO44 (F-box protein 44)",0.1830955019671774,0.03098374868269782,-0.06393720839806538,-0.053244331127608124,0.20937700117620892,0.09470239593004916
"FBXO46 (F-box protein 46)",0.004135365985596495,0.23903035141806162,0.11401489895236283,-0.02574352321070944,0.19475589896380116,0.0967382335372684
"FBXO48 (F-box protein 48)",0.0004927855937411074,0.8614048749387755,0.20107506215049586,0.00602161789441491,0.19502988646261984,0.11337076894639211
"FBXO5 (F-box protein 5)",0.0008536934517107131,0.027041730947108933,0.1730336454100201,0.05622143975578808,0.1948947675713241,0.09485843068304488
"FBXO6 (F-box protein 6)",0.004068291779048883,0.028404737588368256,0.13462901694414864,-0.04805160360057947,0.20092747852319195,0.09551272810314371
