"treatment_name","Yes (p-value)","Filopodia (p-value)","Count_Nuclei (p-value)","Yes (mean diff)","Filopodia (mean diff)","Count_Nuclei (mean diff)","Yes (combined error)","Filopodia (combined error)","Count_Nuclei (combined error)"
"DLAT (dihydrolipoamide S-acetyltransferase)",0.03338580261099411,0.23342171772373255,0.7187380868926312,-0.028454643307246397,-0.020140457376110754,-1.649912638322661,0.05515160416053041,0.09303502519612786,106.99866874683828
"DLC1 (DLC1 Rho GTPase activating protein)",0.00010516844201369224,0.3584869954286565,0.000007715902277327658,-0.060332398454081046,0.01187938946363648,-21.64991263832266,0.0522976628007613,0.09098861216930518,106.74134678556209
"DLD (dihydrolipoamide dehydrogenase)",0.0047127414244503285,0.013581664516122416,0.17023577041394167,-0.05462344410599097,0.08846020732334264,-7.249912638322655,0.05575796658646676,0.09925324674943896,107.05005891448928
"DLEU7 (deleted in lymphocytic leukemia 7)",0.0004297120872240878,0.8791680626983278,0.2334756098927948,-0.062083735539345986,0.004049000177179962,-8.849912638322664,0.05313005694744123,0.1036500913820987,107.53285597246837
"DLG1 (discs large MAGUK scaffold protein 1)",0.636098132149068,0.0007223986313926734,0.004839612685626049,-0.005871539472853876,-0.04870033838070259,-39.14991263832266,0.06380206130218269,0.09266082361687286,111.75282050746372
"DLG3 (discs large MAGUK scaffold protein 3)",0.0151243009198323,0.0075571240594121125,0.01658289798419843,0.03116259074479036,-0.05977204981484774,-18.049912638322652,0.06735287352769152,0.11457974590224652,109.57052901159756
"DLGAP1-AS1 (DLGAP1 antisense RNA 1)",0.003308470003804853,0.03698915812410797,0.05115380567582051,-0.04818085203843098,-0.042850284145960815,-18.64991263832266,0.05426410788355697,0.0927623413091272,107.73214521950088
"DLGAP2 (DLG associated protein 2)",0.31090795907721636,0.37165940184407864,0.026075371269886016,-0.012626779247574299,-0.013885417178256587,9.350087361677353,0.05684277828141581,0.09260728217233952,106.82562947905164
"DLGAP5 (DLG associated protein 5)",0.07081916254448539,0.7525158198670836,0.11495344214303138,0.014956277172696542,-0.00594771799400845,-9.049912638322652,0.05629339236467031,0.10466527409549231,107.79019540156116
"DLK1 (delta like non-canonical Notch ligand 1)",0.022951790241116043,0.007142291389613975,0.3288082024065062,0.03161285473899153,-0.1311112840432772,262.75008736167734,0.055055653041655474,0.10486465648568351,539.4156237203326
"DLK2 (delta like non-canonical Notch ligand 2)",0.46944391158122967,0.007576228211873648,0.009140150772178224,-0.0062744352257942115,-0.08990759650458391,15.150087361677336,0.05427728187290471,0.09631233688000246,106.94070840234613
"DLST (dihydrolipoamide S-succinyltransferase)",0.0629311138168025,0.7678116564762487,0.35513427139386433,-0.029728940057522163,0.008478841460731412,-12.249912638322655,0.057598799341637676,0.10592270124074354,109.76891688267506
"DLX2 (distal-less homeobox 2)",0.09684117858757535,0.7842877115925229,0.0009637004313900466,0.04942776735286308,-0.006306393247833553,-61.04991263832265,0.07250634206206731,0.0997008143723778,108.01071758670815
"DLX3 (distal-less homeobox 3)",0.004609140866443484,0.02374605723281631,0.010325224806907007,0.05959777178086656,-0.07342266889369325,-41.04991263832265,0.056481331676718066,0.09887108746095319,108.62695390001335
"DLX4 (distal-less homeobox 4)",0.23519970962146752,0.9508998602406822,0.018587999554291246,0.05208832180531722,0.0030594309212654824,-44.849912638322664,0.09797432938514018,0.1360864654388177,109.88318849394399
"DLX5 (distal-less homeobox 5)",0.9413677512493472,0.6404002496079884,0.0027599238619391286,-0.0007993800630740344,0.020267580681762487,-31.849912638322664,0.05619556987555588,0.12525196291241036,107.32807234640724
"DLX6 (distal-less homeobox 6)",0.018023135832941684,0.10929889238974755,0.0004398550613595731,-0.04281183958243506,0.04569981176548682,-32.04991263832265,0.05706783952300324,0.10052854515433327,107.0178261487105
"DLX6-AS1",0.08928760425030768,0.8483456007404353,0.8315164225301359,-0.015562689368742416,0.00518382502353254,0.9500873616773475,0.0536929810527083,0.10416100266748836,106.98044266872158
"DMAC1 (distal membrane arm assembly complex 1)",0.012515696850953217,0.9405517845202125,0.37351266125880267,-0.028772572031968757,0.0025552480821890433,225.15008736167738,0.053549694633975485,0.11314560755450016,514.1656494881738
"DMAC2L (distal membrane arm assembly complex 2 like)",0.02176114432878573,0.019509870927803208,0.6949461692572223,-0.03460070465900619,0.02145365742731964,-1.649912638322661,0.05561355788129705,0.08831918883494654,106.93088942674902
"DMBT1 (deleted in malignant brain tumors 1)",0.2994232105241976,0.29683719005155607,0.024873523908282902,-0.015945242373354707,0.04443711069327638,-40.44991263832266,0.05944474009113325,0.12039775870394831,109.78850173672845
"DMC1 (DNA meiotic recombinase 1)",0.015022613148598651,0.23972587338478557,0.8776546435044759,-0.027706964051987054,-0.02782188163883942,1.1500873616773362,0.05910263709066237,0.11178424459968682,108.93960407408248
"DMD (dystrophin)",0.09137432381484922,0.09765002240901666,0.023448457336405326,-0.02764183774184531,0.05929113982551254,-43.04991263832265,0.05848586100384043,0.10687101262512004,110.06959213877202
"DMKN (dermokine)",0.05456213844867541,0.06115838990741196,0.9830062468921201,-0.020626220770976755,-0.05299901365078452,-0.11657930498932956,0.06389242770443866,0.13331439284257776,108.43086833938813
"DMP1 (dentin matrix acidic phosphoprotein 1)",0.04319248867192016,0.012103886960679766,0.2985215786530979,0.0395984264824466,-0.07321232987805343,6.350087361677353,0.059671722548034725,0.095171488882687,107.25537335535049
"DMRT1 (doublesex and mab-3 related transcription factor 1)",0.14358815340029274,0.3320697545258231,0.001906277663960454,0.02839643018528734,0.04948466112652089,-51.849912638322664,0.06214568025126489,0.13301629687295022,108.01303214703134
"DMRTA1 (DMRT like family A1)",0.2677743112252289,0.006892169009986571,4.792478265347455e-7,0.01868600317731356,0.08755729232234727,-47.44991263832266,0.07166630445656826,0.11808917331500153,107.59912020621348
"DMRTB1 (DMRT like family B with proline rich C-terminal 1)",0.6589515017706855,0.0008933232980092853,0.009236819711088584,0.005660856061620895,0.106858308875947,-46.249912638322655,0.057827983818643354,0.0916152428523923,108.98951836573839
"DMRTC2 (DMRT like family C2)",0.0216380208130158,0.01657165201651445,0.6062209647003103,0.05594941101503112,-0.08093426827564865,2.350087361677339,0.061758650672023095,0.09860541694456974,106.98932242796768
"DMTF1 (cyclin D binding myb like transcription factor 1)",0.9983501207168148,0.21166243489048386,0.006074300016962297,-0.00003343494292123994,0.06217859122224828,-40.249912638322655,0.06157514433605525,0.12801635523012211,108.10973644217077
"DMTN (dematin actin binding protein)",0.19147446521032863,0.00947986670631673,0.5619038502631966,-0.0112328193746625,-0.08090980688857746,4.7500873616773305,0.05380021680241068,0.09562616587343309,107.89677990373775
"DMWD (DM1 locus, WD repeat containing)",0.41713389924055666,0.15205736349285814,0.03418088376175277,0.008056272441704287,-0.03055743108761999,-16.283245971655987,0.05598787923086428,0.09791950912779306,107.54060526267412
"DNA2 (DNA replication helicase/nuclease 2)",0.07133359620846025,0.041109942711222924,0.0071368532639399795,-0.02240048305832698,-0.04602346828337339,10.550087361677342,0.05534125104766361,0.09399643278623604,106.77553611944838
"DNAAF2 (dynein axonemal assembly factor 2)",0.9198307072115846,0.0019140583264185551,0.0002963729254599201,0.0011496701443621249,-0.14661953868013816,19.550087361677342,0.05667564488193171,0.09849970109210991,106.80596946611001
"DNAAF4 (dynein axonemal assembly factor 4)",0.0041647902468713305,0.37532137499952634,0.4629115476482286,-0.04690186465917469,-0.034729586897131126,3.350087361677353,0.054459543159768024,0.11701648487693873,106.97997529255476
"DNAH14 (dynein axonemal heavy chain 14)",0.5549358832539688,0.009963447250872504,0.7972040231140256,0.016367885821747363,-0.08533828517033581,-4.649912638322661,0.076627386623188,0.09675121585404278,113.09825424645433
"DNAH17 (dynein axonemal heavy chain 17)",0.0895183980763734,0.9183635982539884,0.0011237358574487377,-0.02424283506679728,-0.0021996177288791663,17.350087361677353,0.056838386554282715,0.09824025296369686,106.83030990124304
"DNAH6 (dynein axonemal heavy chain 6)",0.14417580960523435,0.0015637003230135615,0.14612549291334465,0.02256375385314771,-0.09917831580459407,-22.849912638322664,0.0680047291647146,0.11212168474937338,115.81236549904554
"DNAI2 (dynein axonemal intermediate chain 2)",0.9450661887458542,0.11844318817995614,0.7370136627286517,0.0006415681089999292,-0.03955248521722693,-2.649912638322661,0.05494763819767864,0.09807231669971056,107.83652031475991
"DNAJA1 (DnaJ heat shock protein family (Hsp40) member A1)",0.07590987833650198,0.44774935918150405,0.000012669026286937779,0.01733537082562117,-0.020452937560286044,-50.44991263832266,0.05390318881712827,0.10285681558853668,106.94164349586005
"DNAJA2 (DnaJ heat shock protein family (Hsp40) member A2)",0.003346463095811769,0.2915829000929344,0.34371213303984494,0.08943535136642436,0.02999946983875429,188.15008736167738,0.060613487795303865,0.10333155085424377,406.3419928011325
"DNAJA3 (DnaJ heat shock protein family (Hsp40) member A3)",0.8608525057451282,0.06753668228079279,0.09092514076937297,0.0014327931792009474,-0.029281343462486287,-6.744030285381484,0.06104888394434478,0.10673138830989626,107.54062349563964
"DNAJA4 (DnaJ heat shock protein family (Hsp40) member A4)",0.02399551016688095,0.8520564777476662,0.12008836046554783,-0.0330891335176739,-0.004784373962522237,-9.249912638322655,0.06425345816511904,0.1175666816355764,107.8876658702419
"DNAJB11 (DnaJ heat shock protein family (Hsp40) member B11)",0.017754684872065996,0.38512251196175695,0.2084900226268842,0.07483680752643618,-0.024232356333991345,-6.649912638322661,0.06707428283753396,0.10351622153835542,107.06407013370838
"DNAJB12 (DnaJ heat shock protein family (Hsp40) member B12)",0.023373687391315734,0.014747079642420724,0.9424711793334659,-0.025738322544888975,-0.0518536907238491,0.5500873616773418,0.05940675885134673,0.10293662452111159,109.04134589042647
"DNAJB14 (DnaJ heat shock protein family (Hsp40) member B14)",0.12636399223217398,0.039980617385157124,0.01217626942334582,-0.022557089441958472,0.07754193700711137,-13.249912638322655,0.06654273208312647,0.13442491275636648,107.43873500866572
"DNAJB2 (DnaJ heat shock protein family (Hsp40) member B2)",0.16373614073920617,0.8184630371395143,0.07929821780839519,0.04232384695273941,0.004939382759899913,-13.849912638322664,0.10210271260718179,0.10943581265596378,108.8253116096111
"DNAJB3 (DnaJ heat shock protein family (Hsp40) member B3)",0.07204979516579835,0.05519006235050972,0.14300983201410578,-0.014652236527878088,0.053818772795623415,-20.249912638322655,0.053127183057271446,0.09822781949799587,109.49070788699663
"DNAJB4 (DnaJ heat shock protein family (Hsp40) member B4)",0.004311947827642104,0.1022466675492344,0.947794273424027,-0.04759395887171025,-0.052813516922546766,0.5500873616773418,0.05460284464986231,0.1037087798494083,108.02321562328918
"DNAJB5 (DnaJ heat shock protein family (Hsp40) member B5)",0.0073116814231681815,0.006987338630308315,0.25518136575023753,0.06707245552264707,-0.1363290674891373,14.350087361677353,0.059451068119842035,0.10594366346275363,109.31017845377266
"DNAJB6 (DnaJ heat shock protein family (Hsp40) member B6)",0.4707531478373501,0.6937927870401199,0.8499400208862982,0.020414976959044373,-0.014080168559696848,0.7500873616773447,0.07699583380451092,0.11467337519354086,106.89347554268981
"DNAJB8 (DnaJ heat shock protein family (Hsp40) member B8)",0.09186176286596281,0.0002904063505184684,0.0000034708860938703623,0.019965251569567632,-0.10234215547880837,27.383420695010685,0.056487930137906366,0.09194803566039729,106.82406929275018
"DNAJB9 (DnaJ heat shock protein family (Hsp40) member B9)",0.5215897554393474,0.4388470280773493,0.5077779416332082,0.012213357397132335,-0.029544165328591943,-4.649912638322661,0.06443634513612252,0.11635376847794712,107.53704065853601
"DNAJC1 (DnaJ heat shock protein family (Hsp40) member C1)",0.02068335939498267,0.8889623459635165,0.29035585526660057,-0.029810814162962884,0.00340212337107737,-14.11657930498933,0.0558742982077598,0.10409604539625146,110.52186109662782
"DNAJC10 (DnaJ heat shock protein family (Hsp40) member C10)",0.0008112003332867435,0.09184676417723181,0.22227667868818335,0.04595392106013793,-0.030366349094231304,-4.849912638322664,0.05927125164024494,0.10102977299388353,107.15437255679336
"DNAJC11 (DnaJ heat shock protein family (Hsp40) member C11)",0.0017356652943405493,0.3185055698097292,0.05714095221300042,-0.03420513393564059,0.033245905054398506,-19.449912638322658,0.057967894553838224,0.1365279416285429,110.69153135446102
"DNAJC14 (DnaJ heat shock protein family (Hsp40) member C14)",0.026867542778368447,0.12898564908414967,0.03795951391350294,-0.02175086470036286,0.03403416682510446,-12.949912638322658,0.05758242150730647,0.1084484620672348,107.89327855821266
"DNAJC15 (DnaJ heat shock protein family (Hsp40) member C15)",0.0624952005623296,0.04500978105166631,0.3541521735551365,0.027020802643539094,-0.08651939290673238,250.15008736167738,0.0565430023687395,0.11021393261744775,544.7222366615812
"DNAJC16 (DnaJ heat shock protein family (Hsp40) member C16)",0.0028246294325935395,0.500279550390045,0.8376760394708231,0.10546562615230118,0.017665773141873564,-1.4499126383226582,0.06284972167518357,0.10231829840944047,107.59886204600691
"DNAJC17 (DnaJ heat shock protein family (Hsp40) member C17)",0.002366247594506987,0.0013988967555134124,0.03969760029357339,-0.0501417730777077,0.13626343230588772,-8.649912638322661,0.05401179047622561,0.09569443088318406,106.83733015007267
"DNAJC19 (DnaJ heat shock protein family (Hsp40) member C19)",0.3948140975579708,0.08498594985620445,0.3540157170796685,-0.005671937288165563,-0.036412500079261056,199.15008736167738,0.053053227443246385,0.09438224293800702,438.3050480129057
"DNAJC2 (DnaJ heat shock protein family (Hsp40) member C2)",0.0013011989704252436,0.10457358959545338,0.5927236617501597,-0.0467941349125134,-0.037131295044928014,2.350087361677339,0.053113841840522924,0.09593723858151247,106.95894125128402
"DNAJC22 (DnaJ heat shock protein family (Hsp40) member C22)",0.000037728690359006833,0.13245689561369467,0.631982322229826,-0.03804153492013923,0.033496094855621605,-2.849912638322664,0.05170448444019085,0.09594683644905158,107.28380639031981
"DNAJC24 (DnaJ heat shock protein family (Hsp40) member C24)",0.2338855064505463,0.967691895343078,0.3788038848367745,-0.010671365454851311,-0.001315299472504472,220.35008736167737,0.05411446403025517,0.1108025356703873,509.6481287256882
"DNAJC25 (DnaJ heat shock protein family (Hsp40) member C25)",0.0014720903040794653,0.44212528839445886,0.0031244481742334074,-0.06465132200348195,-0.007715968380878957,-7.449912638322658,0.05474445507438531,0.0896170525971802,106.67715366279523
"DNAJC27 (DnaJ heat shock protein family (Hsp40) member C27)",0.05900811111392246,0.25999414501603835,0.010978252913055542,-0.03262013192177271,0.034067788475299066,-18.64991263832266,0.05846562825238972,0.10487715415981924,107.11542892410797
"DNAJC28 (DnaJ heat shock protein family (Hsp40) member C28)",0.020210616987498486,0.09089190611388487,0.15654709386775512,0.06631851384298035,0.06866630751908448,-9.849912638322664,0.06496488133571027,0.11146996018878856,107.36300626191326
"DNAJC3 (DnaJ heat shock protein family (Hsp40) member C3)",0.000011616739868269832,0.01509951697584655,0.5962527545028589,0.05835785010841271,-0.060117719248607426,-2.5408217292317516,0.056897701839910476,0.11072892975756134,107.58766668483212
"DNAJC30 (DnaJ heat shock protein family (Hsp40) member C30)",0.012233501432906246,0.0418951129338867,0.35276138091532827,-0.043315414151150367,-0.07568590971428885,6.9500873616773475,0.05606145318743432,0.10451142308853008,107.611872549434
"DNAJC4 (DnaJ heat shock protein family (Hsp40) member C4)",0.10791713767616895,0.13859097020542843,0.8864945723932705,0.03639156013296557,-0.02862147968673917,0.8228146344046081,0.08548280508616848,0.10531094375349477,108.09455719606704
"DNAJC5 (DnaJ heat shock protein family (Hsp40) member C5)",0.00019743429141172442,0.9179448487290598,0.06483472308101912,-0.05200207065870896,-0.0021568394539921987,-14.849912638322664,0.05229814760182593,0.0977389513401657,107.45610784685822
"DNAJC5B (DnaJ heat shock protein family (Hsp40) member C5 beta)",0.0011186142859118675,0.735374711221878,0.34611273386424823,0.12122332618440948,-0.010734610433914882,237.35008736167737,0.060858866632132906,0.10957299578604596,508.7231222517762
"DNAJC6 (DnaJ heat shock protein family (Hsp40) member C6)",0.0006763356101886497,0.5902269994338492,0.9154681278197305,-0.030096902614729915,-0.008717263749844995,-0.5499126383226525,0.054755175118225155,0.10023151734333394,107.67597277756829
"DNAJC7 (DnaJ heat shock protein family (Hsp40) member C7)",0.16249424588627792,0.4571064528235964,0.3802834053850066,0.022110611957329745,0.015005172536672662,62.08342069501067,0.07748297605012085,0.11564032755165772,285.94953912031303
"DNAJC8 (DnaJ heat shock protein family (Hsp40) member C8)",0.0006711997767006039,0.46488385305496305,0.06135663292822513,-0.06194308339827427,-0.01922367630114402,-5.0499126383226525,0.05351748791868435,0.10226439808330551,106.70199207885308
"DNAL1 (dynein axonemal light chain 1)",0.001779889338718199,0.03397345862100076,0.3779241426835287,-0.03962937732129704,0.06701052680129421,182.35008736167737,0.05285742585888759,0.09937910043108497,425.16433894859483
"DNALI1 (dynein axonemal light intermediate chain 1)",0.00020791268897046855,0.35865324142307475,0.07577940132648608,-0.04085063633221342,0.026738029479689618,-8.649912638322661,0.05200782723038559,0.1046504884278555,106.94024085252299
"DNASE1L1 (deoxyribonuclease 1 like 1)",0.1540387439352915,0.7961336908093468,0.5852773544308396,0.029160319573581228,-0.004922470378793398,-3.349912638322664,0.07838889869161614,0.10502063708857202,108.12905664701512
"DNASE1L2 (deoxyribonuclease 1 like 2)",0.9524790773928187,0.5718993960586967,0.2525906681634609,0.0012426972231997513,-0.017439271860988037,-12.849912638322664,0.06750256636711482,0.10790131558527873,108.75116143561698
"DNASE1L3 (deoxyribonuclease 1 like 3)",0.05401242545548035,0.04451309957928329,0.052620321817473004,0.037275277492647585,-0.057316430087806014,9.550087361677342,0.05994442188824273,0.09797983134801715,106.92995423919167
"DNASE2 (deoxyribonuclease 2, lysosomal)",0.012430747106702889,0.3205964234976948,0.2704513845558407,-0.055220309009881396,-0.015483379176828405,-5.0499126383226525,0.05883558678865041,0.09250334697932187,106.95940871936243
"DNASE2B (deoxyribonuclease 2 beta)",0.002449396652210112,0.08729899729334534,0.026428486770582182,-0.05428585388895929,0.02759920256250853,-12.649912638322661,0.05448940006503467,0.09154235595644011,106.98698572067364
"DND1 (DND microRNA-mediated repression inhibitor 1)",0.018733160413128447,0.03351372805220665,0.3912305578740174,-0.05000791559605117,0.08428323304479274,3.350087361677353,0.05915891301840395,0.10558379690609157,106.86774589929193
"DNHD1 (dynein heavy chain domain 1)",0.31885253318654194,0.5414808735825529,0.06280676757023018,0.014641180302168433,-0.02580814753291344,-26.849912638322664,0.05887338527875491,0.12294007718401985,109.21224800174944
"DNM1 (dynamin 1)",0.018172422708881086,0.0693076233026193,0.05140055947415423,-0.028404657797918897,0.031131078876537432,-11.849912638322664,0.053991374989171816,0.09180961383496727,107.08555044260466
"DNM1L (dynamin 1 like)",0.2803676660433021,0.178042485360709,0.12496809318476232,-0.019110578397270594,-0.05957660575017942,-15.649912638322661,0.06174032569010402,0.11954131711047374,108.14904120516107
"DNM1P33",0.0018703805971564957,0.04065651506160206,0.9218602124582078,-0.03438475822072576,-0.0450870174164365,0.5500873616773418,0.052544542477898776,0.09369324830609767,107.21947170917989
"DNM2 (dynamin 2)",0.029096382527010967,0.03328060581523129,0.032903003349356696,0.09091058243098879,-0.10319205268095227,-43.64991263832266,0.079804871573323,0.11347233638702212,110.9671803444407
"DNM3 (dynamin 3)",0.05808715360106831,0.4774534215959001,0.4112964570248514,-0.026580818124224997,0.018170394697424763,-3.649912638322661,0.05613628061475186,0.10156062352091114,106.95426645812512
"DNMBP (dynamin binding protein)",0.00669181504812455,0.15068984869355462,0.37858754334646916,0.049316075682168614,0.07232844040011638,195.95008736167733,0.055709277484819894,0.12623791067674164,455.6109251473187
"DNMT3A (DNA methyltransferase 3 alpha)",0.6803516788190889,0.19489812921952754,0.06516018745665564,-0.010268414546062976,0.0424331868151136,-17.449912638322658,0.07291976563632387,0.10652766107284084,107.76834003359069
"DNPEP (aspartyl aminopeptidase)",0.17671342051827033,0.041156459547720514,0.16817001964415113,0.016530271144354597,0.02561925215847949,-6.749912638322655,0.06249682782778291,0.09368865648723729,107.47104830933183
"DNPH1 (2'-deoxynucleoside 5'-phosphate N-hydrolase 1)",0.027750582740802,0.09016710580557219,0.12241973908081594,-0.031087071440236147,0.06365034304730971,7.9500873616773475,0.055368253078200744,0.1082771505432788,107.00614521416807
"DNTTIP2 (deoxynucleotidyltransferase terminal interacting protein 2)",0.00028850274643588136,0.9785666889859028,0.015032847716887954,-0.04259336906640247,0.0006137564157570607,-9.249912638322655,0.05214271141565297,0.099623473727155,106.7788139735389
"DOC2A (double C2 domain alpha)",0.1842534467027903,0.068837507404097,0.4353684170577621,-0.018257791899736753,-0.07130116000148656,-8.449912638322658,0.05733675902423689,0.10859734717091218,108.7957495198945
"DOCK10 (dedicator of cytokinesis 10)",0.70876276551323,0.0022960192438181704,0.3528930879086922,0.0032044561673157668,-0.10116078056984795,224.15008736167738,0.05436514770116903,0.0934322890895089,489.02281655726006
"DOCK4 (dedicator of cytokinesis 4)",0.009750553824381392,0.013127483145467966,0.04640009116920285,-0.030485439763468486,0.09591197277284574,-39.849912638322664,0.053495694240064784,0.10093277379433997,111.16346123432656
"DOCK5 (dedicator of cytokinesis 5)",0.17737251216610206,0.2525759568721935,0.6565888769972523,-0.01800063220857795,-0.035071173378148024,2.3834206950106704,0.0585421683219828,0.10971123323540288,107.2724651542151
"DOCK8 (dedicator of cytokinesis 8)",0.0019812472405500436,0.05493176465432059,0.7440561721835466,-0.024931635834682275,0.0600311875223043,-2.2832459716559868,0.05248423099880683,0.1053932625305224,107.78210324660719
"DOHH (deoxyhypusine hydroxylase)",0.00022850200787849495,0.060011293590594095,0.16710417192438065,-0.032385687291426546,-0.04440115756556656,-14.649912638322661,0.05182934406649769,0.09534279911288615,108.37303683848499
"DOK1 (docking protein 1)",0.13539983107425857,0.23586314473381487,0.41751330599702197,0.025425683583355257,-0.05912787412683146,-10.249912638322655,0.059726350442729094,0.12893560947393434,109.5660308380094
"DOK2 (docking protein 2)",0.0001741774220627157,0.8905671985261132,0.33774914266174183,0.08935068886138617,0.0014912811261841852,5.550087361677342,0.053639565277834665,0.09020568357337141,107.19848466091126
"DOK3 (docking protein 3)",0.02526553671719589,0.028378303684946093,0.3334818166451474,-0.041515254555503894,0.05791170988228511,-3.649912638322661,0.05790831757748618,0.09553001631778026,106.84434993763416
"DOK4 (docking protein 4)",0.1677847109826449,0.26146281619663103,0.029706106564693968,0.03506893271058939,-0.026741677822808285,-48.249912638322655,0.06936411983809185,0.09858386926452181,111.57156946819215
"DOK6 (docking protein 6)",0.0011129377675167529,0.1897370878395337,0.4234889070158876,0.0506455001240915,-0.05804321795372186,6.7500873616773305,0.05324519258052711,0.1199652574417742,107.92458067370762
"DOK7 (docking protein 7)",0.07884697044250011,0.28426667587113164,0.44592990944695865,-0.03388988643536642,-0.04234762467261155,-7.249912638322655,0.060694035989473295,0.11618119107164306,108.29919258053417
"DOLK (dolichol kinase)",0.5815255517143487,0.1170043169713828,0.24954210820021538,0.010231805232901015,-0.04636877348187113,-6.449912638322658,0.06400284250738131,0.10165615923256363,107.1354988488672
"DOLPP1 (dolichyldiphosphatase 1)",0.0000063323486101385384,0.0007668997103489339,7.86458325130468e-8,-0.07816844293669784,0.03575575750784227,-16.849912638322664,0.051894637872160226,0.08793535464194749,106.67855976528567
"DONSON (downstream neighbor of SON)",0.011980443323385437,0.21940137615512634,0.4903044163880912,-0.04433534811710742,-0.046527592079038504,3.150087361677336,0.056216700387389094,0.11286573656825372,106.9827795189283
"DPAGT1 (dolichyl-phosphate N-acetylglucosaminephosphotransferase 1)",0.9681580910763556,0.07936120252078527,0.398188386888628,0.0004953087705869552,0.07044414323439102,189.15008736167738,0.05758905407530911,0.11027925091284858,460.10685184378156
"DPEP1 (dipeptidase 1)",0.0002053858316266588,0.09284252525000736,0.15572449497408591,0.11939128242615668,-0.05474116166328852,10.350087361677353,0.05552976220154341,0.10358906885186898,107.43702859626949
"DPEP2 (dipeptidase 2)",0.013068062343702724,0.003653072801794721,0.8864606293601289,-0.034463672894896574,0.1107323657745522,-0.44991263832265815,0.0545205903837933,0.09645089204939007,106.77319473348929
"DPEP3 (dipeptidase 3)",0.0019219463543662663,0.14779618099037162,0.7516494298753635,-0.06506480526289943,-0.04245523631488779,1.1500873616773362,0.05525956732609035,0.10216098817204752,106.84013812044435
"DPF1 (double PHD fingers 1)",0.0037259113837349034,0.049553613508354966,0.8591195787497399,-0.05796913526160209,-0.06299930973152484,0.7500873616773447,0.05572421032182967,0.10095685959355616,106.93790307274416
"DPF2 (double PHD fingers 2)",0.38807927368991324,0.1942252884116451,0.07114670295850445,0.011803667020678338,-0.030414167813044568,-30.249912638322655,0.05815136841999095,0.09762533360327942,110.19625725765655
"DPH1 (diphthamide biosynthesis 1)",0.04702246040086422,0.24615277151692094,0.3005113526719527,-0.026980303665203043,-0.045241652208113825,8.550087361677342,0.05562358152700488,0.11479299821144243,107.80313127917772
"DPH2 (diphthamide biosynthesis 2)",0.2501670331326409,0.7854910689391463,0.3784897527407598,-0.016818684620294788,-0.008666211893224418,212.15008736167738,0.05849168203179659,0.10978619108876346,491.184603905289
"DPH3 (diphthamide biosynthesis 3)",0.016616078295253134,0.07208347488298417,0.06225233004451103,0.028168695158548807,-0.04561908806332077,5.550087361677342,0.05382142049525689,0.0969308495298275,106.72635622748312
"DPH5 (diphthamide biosynthesis 5)",0.01141244592411117,0.6117864577379,0.34949791305121947,0.03247488820296782,-0.015483037878631978,-5.649912638322661,0.0539808422709359,0.10764407341759255,107.25537335535049
"DPH6 (diphthamine biosynthesis 6)",0.412546748997048,0.7745669375595399,0.1421582031568125,0.029612969809993617,-0.016540962731355358,-14.449912638322658,0.08881896238067805,0.1489592312676994,108.08337112431137
"DPH7 (diphthamide biosynthesis 7)",0.5118128672162214,0.7561361105969016,0.11297964329678756,-0.00546273384667581,-0.006571389613948264,-8.631730820140845,0.0578068405208999,0.11076038676935546,107.78580031692144
"DPM1 (dolichyl-phosphate mannosyltransferase subunit 1, catalytic)",0.07920519156602901,0.19288809767395554,0.24665338708698892,0.0705578431929397,-0.05391625436183961,-9.749912638322655,0.12389104988221838,0.14929221593375427,109.38425441349237
"DPM2",0.0005275526707242406,0.908294348986038,0.0730596631664,0.14314458984753078,0.0035813060161706267,-31.849912638322664,0.060390578073619465,0.10900434054901091,110.65177410957145
"DPM3 (dolichyl-phosphate mannosyltransferase subunit 3, regulatory)",0.06244601270127759,0.014548753341697473,0.4580474532788177,0.060654079675027534,0.03214089643758944,-5.0499126383226525,0.07376648695655366,0.08913809643683009,107.46773987385994
"DPP10 (dipeptidyl peptidase like 10)",0.022863065225434687,0.04551539622604328,0.444865131166565,0.03257678858696503,-0.09223430177490172,9.150087361677336,0.055264333156257964,0.11314838044748632,109.29005038701202
"DPP3 (dipeptidyl peptidase 3)",0.03711917760889771,0.3339647689163483,0.6312557606911624,-0.015297926697312503,0.026832330872642418,3.550087361677342,0.05503296868522835,0.12049369912149405,108.86696061521891
"DPP7 (dipeptidyl peptidase 7)",0.22542250695488386,0.07517321865252868,0.3189303837492705,-0.013002899668298429,-0.044249393809728144,112.35008736167735,0.060267165792038925,0.11161233003261008,353.2084269823887
"DPP8 (dipeptidyl peptidase 8)",0.05461898652406738,0.8739508617093688,0.003083860373251257,-0.02476533935564107,-0.005669991789458317,-8.649912638322661,0.05536145686091041,0.1150792940785766,106.70152348301137
"DPPA2 (developmental pluripotency associated 2)",0.01946492812656797,0.21897677805151994,0.0766030147421628,0.11539816646170906,-0.043407342329522425,12.150087361677336,0.08548897872291156,0.10984428759272447,107.25350863069993
"DPPA3 (developmental pluripotency associated 3)",0.010086240458258011,0.19939038353242267,0.35480344474156356,0.07141941428386092,-0.05031979845925699,6.150087361677336,0.06208913485834945,0.11398640344199,107.39792881427287
